arthur-std-02
Date:,2012/07/09
Time:,14:33:53
Type:,General Capture
Description:,""
Notes:,""

TRAJECTORIES
200.000000,Hz
,Patient1:L5,,,Patient1:LTRO,,,Patient1:RTRO,,,Patient1:RASI,,,Patient1:LASI,,,Patient1:T12,,,Patient1:RKNE,,,Patient1:LKNE,,,Patient1:T7,,,Patient1:LSHO,,,Patient1:RSHO,,,Patient1:C7,,,Patient1:BHD,,,Patient1:RANK,,,Patient1:LANK,,,Patient1:RBHD,,,Patient1:LBHD,,,Patient1:RHEE,,,Patient1:LHEE,,,Patient1:RTOE,,,Patient1:LTOE
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
21,-39.294233,273.085519,575.716935,-140.729297,244.899262,513.993808,20.554757,369.004035,519.520427,13.090053,357.879021,571.693253,-129.763954,254.588487,589.496711,-20.411297,266.328907,670.520321,54.687131,346.885812,279.350379,-147.734737,199.186861,284.311313,-14.186908,254.852213,741.257371,-141.339179,222.933174,809.141192,39.970898,367.594530,816.344764,-24.198295,269.724904,839.612638,12.524325,257.308218,911.713029,84.647806,344.662107,39.344172,-169.286033,181.909636,46.021654,23.430422,352.459736,945.160661,-88.159492,237.945078,957.128595,54.442087,302.020580,16.980079,-124.147270,184.931680,18.266041,106.785115,413.500677,11.632836,-249.160003,205.881575,17.667567
22,-39.247527,273.073164,575.714028,-140.666023,244.908485,513.998051,20.591377,368.992152,519.528055,13.107472,357.854376,571.699013,-129.691174,254.587005,589.487666,-20.385037,266.332150,670.509874,54.720538,346.892174,279.351454,-147.679486,199.202945,284.311898,-14.141895,254.805093,741.257168,-141.301098,222.882361,809.115781,39.990174,367.555738,816.373499,-24.170667,269.714714,839.614512,12.541903,257.297550,911.731607,84.657179,344.653373,39.347298,-169.190821,181.887297,46.042929,23.398317,352.440105,945.185167,-88.156099,237.926285,957.130919,54.433865,302.008195,16.967735,-124.155347,184.908546,18.268535,106.710817,413.506899,11.598647,-249.160012,205.881573,17.667556
23,-39.189737,273.088132,575.708437,-140.620934,244.918356,514.006632,20.651611,368.996020,519.543159,13.148253,357.838010,571.713012,-129.630748,254.593875,589.481264,-20.340050,266.336552,670.494166,54.786259,346.902875,279.370956,-147.645296,199.216934,284.310230,-14.121543,254.768252,741.262112,-141.274749,222.866229,809.108972,40.023673,367.508473,816.395670,-24.155352,269.702855,839.608305,12.567025,257.254931,911.741343,84.652566,344.653552,39.368838,-169.197655,181.850853,46.057571,23.383298,352.402741,945.202424,-88.175912,237.904311,957.132091,54.415888,302.009367,16.945903,-124.141691,184.910948,18.254772,106.614015,413.484020,11.588443,-249.166519,205.885382,17.696379
24,-39.164172,273.097949,575.692898,-140.581439,244.904078,513.996446,20.684764,369.001608,519.548159,13.207195,357.858280,571.725351,-129.578465,254.589491,589.456942,-20.290879,266.335048,670.479634,54.835244,346.907051,279.387548,-147.622922,199.214946,284.308801,-14.107043,254.757504,741.268570,-141.269145,222.875385,809.101545,40.090027,367.456956,816.402285,-24.122867,269.655089,839.607450,12.581156,257.218016,911.744698,84.633472,344.663465,39.372281,-169.282748,181.882325,46.036972,23.401045,352.369723,945.190227,-88.183972,237.884418,957.132238,54.423341,302.006882,16.965597,-124.159855,184.935074,18.244009,106.600694,413.499412,11.618451,-249.162377,205.892546,17.725396
25,-39.153982,273.093139,575.694146,-140.517731,244.893254,513.978502,20.701896,369.009091,519.555451,13.265888,357.885131,571.731391,-129.549713,254.581065,589.432285,-20.266083,266.336834,670.473747,54.867859,346.905376,279.395447,-147.601809,199.203974,284.308020,-14.082578,254.747817,741.267800,-141.268108,222.858529,809.083040,40.140242,367.406404,816.407101,-24.088665,269.587936,839.619710,12.566197,257.196249,911.745306,84.629005,344.664596,39.347893,-169.274690,181.883949,46.033880,23.475864,352.348625,945.186526,-88.161888,237.830611,957.136585,54.453482,302.003136,16.985608,-124.147380,184.932664,18.248668,106.631686,413.525861,11.619112,-249.163669,205.894228,17.733000
26,-39.128903,273.088668,575.709938,-140.474934,244.921203,513.974995,20.734376,369.047109,519.571701,13.315450,357.889922,571.738763,-129.523970,254.573620,589.426119,-20.240986,266.346563,670.474409,54.900824,346.904377,279.397558,-147.593718,199.223676,284.310056,-14.053616,254.725276,741.263828,-141.249731,222.831962,809.048231,40.166960,367.372814,816.412988,-24.091064,269.538949,839.612143,12.558471,257.181242,911.746257,84.631216,344.677765,39.317499,-169.265127,181.850633,46.044350,23.527286,352.329538,945.208169,-88.143347,237.795106,957.140209,54.466475,302.005142,16.979160,-124.101205,184.899183,18.257584,106.641031,413.534194,11.589206,-249.178231,205.891320,17.746443
27,-39.101354,273.110099,575.706516,-140.468498,244.944408,513.986186,20.775537,369.098701,519.582393,13.331502,357.889354,571.751526,-129.466527,254.571805,589.415016,-20.183065,266.343216,670.479765,54.933761,346.910110,279.387477,-147.580250,199.259038,284.320718,-14.001239,254.726290,741.263001,-141.222659,222.813970,809.000963,40.175749,367.364423,816.425249,-24.080818,269.516082,839.584339,12.567856,257.168258,911.748067,84.629158,344.689124,39.310137,-169.224040,181.882635,46.036140,23.528130,352.306621,945.221239,-88.143347,237.795106,957.140209,54.446227,302.017626,16.973233,-124.111341,184.902551,18.250729,106.678383,413.533465,11.579512,-249.187578,205.886284,17.738656
28,-39.063312,273.128066,575.687628,-140.449914,244.968876,513.990442,20.828517,369.116797,519.578903,13.330204,357.891253,571.770414,-129.424040,254.586959,589.384708,-20.150304,266.335925,670.478914,54.960387,346.914285,279.381807,-147.547930,199.266076,284.329848,-13.941283,254.722884,741.267991,-141.199820,222.805671,808.956643,40.183636,367.356712,816.447971,-24.054051,269.505088,839.575023,12.584548,257.144567,911.750864,84.651639,344.679977,39.331244,-169.062301,181.888023,46.055991,23.553106,352.266361,945.221192,-88.143347,237.795106,957.140209,54.458335,302.036110,16.977365,-124.141686,184.939956,18.242838,106.707550,413.532703,11.614870,-249.182363,205.884157,17.717427
29,-39.020228,273.125681,575.669434,-140.384518,245.001256,513.988174,20.888354,369.119702,519.588722,13.355802,357.892355,571.787992,-129.412806,254.595682,589.354050,-20.147553,266.342697,670.463722,54.981089,346.904111,279.399141,-147.521925,199.280102,284.331520,-13.907049,254.700943,741.260649,-141.164242,222.799353,808.935481,40.218302,367.338244,816.463835,-24.034018,269.495620,839.579883,12.608549,257.110168,911.754649,84.683994,344.678685,39.339238,-169.030767,181.857889,46.069651,23.580238,352.233064,945.224356,-88.142518,237.793757,957.127848,54.479611,302.040213,16.985988,-124.144496,184.955352,18.244734,106.653735,413.540870,11.631924,-249.196935,205.881246,17.730869
30,-39.000266,273.141740,575.662366,-140.322489,244.992285,513.985362,20.970680,369.130241,519.611771,13.415328,357.897570,571.801232,-129.398767,254.594250,589.335646,-20.104913,266.355519,670.456370,55.006925,346.893527,279.412478,-147.480062,199.294818,284.330230,-13.884895,254.714665,741.240715,-141.137552,222.783370,808.924719,40.277378,367.302136,816.468168,-24.007046,269.466966,839.583771,12.625519,257.086157,911.753098,84.697023,344.699850,39.328884,-169.120483,181.863259,46.052822,23.550489,352.219774,945.240948,-88.125694,237.774327,957.104427,54.498219,302.031614,16.995868,-124.148575,184.960574,18.241684,106.617925,413.539193,11.599354,-249.202161,205.883370,17.752098
