bleuenn-std-03
Date:,2012/11/24
Time:,11:05:45
Type:,General Capture
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,Patient1:L5,,,Patient1:LTRO,,,Patient1:RASI,,,Patient1:LKNE,,,Patient1:RKNE,,,Patient1:T12,,,Patient1:T7,,,Patient1:LSHO,,,Patient1:BHD,,,Patient1:RANK,,,Patient1:LANK,,,Patient1:RHEE,,,Patient1:LHEE,,,Patient1:RBHD,,,Patient1:LBHD,,,Patient1:RTOE,,,Patient1:LTOE,,,Patient1:LASI,,,Patient1:RSHO,,,Patient1:C7,,,Patient1:BHD-1,,,Patient1:C7-1
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
3443,1.087968,2.107697,-186.785563,-21538.644791,-234.702001,6414.297307,-18.000000,-2.593996,-110.015944,7.934576,45.776398,-124.359216,95.825261,-1.373292,-0.762940
3444,1.133300,2.478281,-186.695806,-21782.394886,-109.527600,6377.166787,-7.000000,-12.817392,-64.544722,0.915528,84.533749,-402.527131,-100.555489,-1.220704,-1.525880
3445,1.314628,2.594088,-187.413867,-21915.349483,-187.761600,6405.014677,-3.000000,1.373292,-52.948034,-6.866460,76.751761,-319.671849,-279.083443,-0.457764,-1.525880
3446,1.541288,2.570927,-187.503624,-21649.440289,-156.468000,6516.406237,3.000000,4.119876,-44.097931,5.950932,46.234162,-257.263359,-265.808287,-3.509524,-1.220704
3447,1.699950,2.709896,-186.965079,-21538.644791,-93.880800,6405.014677,19.000000,-14.801036,-18.920911,3.662112,49.743686,65.155074,-211.792137,-1.068116,-1.678468
3448,1.427958,2.709896,-187.234351,-21782.394886,-109.527600,6451.427827,18.000000,-18.005383,-20.294203,-2.441408,49.743686,530.548458,-264.434995,-1.220704,-1.068116
3449,1.337294,2.825703,-187.234351,-21715.917587,-109.527600,6507.123607,25.000000,-9.307868,12.817392,6.408696,43.182403,481.415124,-162.353627,-0.610352,-1.678468
3450,1.178632,2.848865,-186.875321,-21649.440289,-62.587200,6534.971497,29.000000,-4.730228,-16.021739,5.798344,21.209731,95.977849,-23.651139,-1.068116,-1.220704
3451,1.201298,2.825703,-187.772897,-21693.758488,-109.527600,6497.840977,27.000000,-7.171636,-24.261491,-4.119876,19.683851,113.678056,6.256108,-0.305176,-1.525880
3452,1.223964,3.126803,-187.413867,-21915.349483,-203.408401,6488.558347,26.000000,-3.204348,-24.566667,-3.662112,29.449483,127.716152,80.108697,-1.220704,-1.220704
3453,1.110634,2.987834,-188.401200,-21804.553986,-15.646800,6516.406237,22.000000,4.882816,-3.662112,6.408696,38.604763,-4.119876,130.310148,-1.220704,-1.220704
3454,1.178632,3.149964,-188.221685,-21893.190384,-93.880800,6479.275717,11.000000,17.547619,17.395031,-8.239752,38.146999,28.686543,148.468119,-0.762940,-1.220704
3455,0.951972,3.335256,-188.401200,-21760.235786,-15.646800,6525.688867,8.000000,3.662112,21.820083,-11.901864,22.888199,142.669775,239.257976,-1.220704,-1.678468
3456,1.337294,3.335256,-188.401200,-21693.758488,-31.293600,6507.123607,0.000000,9.002692,13.885508,-5.493168,13.580332,295.105182,121.765220,-1.220704,-2.136232
3457,1.133300,3.404741,-187.862655,-21804.553986,-46.940400,6599.949906,-15.000000,-4.577640,26.397723,6.408696,14.953624,119.476400,45.623810,-1.220704,-1.373292
3458,0.929306,3.335256,-188.131927,-21715.917587,-125.174400,6599.949906,-16.000000,1.373292,-58.898966,16.326915,16.021739,22.735611,-109.710768,-1.373292,-1.068116
3459,0.679980,3.451064,-187.952412,-21760.235786,15.646800,6507.123607,-20.000000,-4.272464,-43.182403,27.465839,12.664804,-43.029815,-168.457146,-0.762940,-1.220704
3460,1.246630,3.335256,-188.670473,-21826.713085,46.940400,6562.819386,-27.000000,-7.019048,-7.476812,28.533955,0.152588,-137.786959,-54.473914,-1.525880,-1.678468
3461,0.634648,3.427902,-188.490958,-21738.076687,31.293600,6627.797796,-24.000000,-8.392340,54.321326,17.547619,-0.152588,-87.890685,-30.212423,-1.068116,-0.915528
3462,0.657314,3.566871,-188.401200,-21760.235786,-62.587200,6572.102016,-22.000000,-10.223396,54.321326,-12.054452,-23.345963,-11.901864,-37.536647,-1.525880,-1.220704
3463,0.679980,3.427902,-188.670473,-21760.235786,15.646800,6525.688867,-17.000000,-21.820083,52.948034,-35.400415,-12.512216,-9.155280,-140.838719,-0.762940,-0.915528
3464,0.657314,3.705840,-188.490958,-21848.872185,109.527600,6627.797796,-7.000000,-18.310559,45.318634,-33.111595,-43.640167,19.683851,-144.500831,-1.220704,-1.220704
3465,0.793310,3.613194,-188.221685,-21738.076687,62.587200,6664.928316,-1.000000,1.678468,17.395031,-28.228779,-37.231471,-37.689235,-35.553003,-1.220704,-1.678468
3466,0.430654,3.752163,-189.388534,-21782.394886,93.880800,6618.515166,4.000000,14.953624,7.171636,-23.651139,-40.435819,-58.746378,81.024225,-1.678468,-1.220704
3467,0.181328,3.520548,-188.580715,-21782.394886,172.114800,6507.123607,18.000000,5.493168,74.920706,1.220704,-58.898966,36.163355,83.618221,-1.068116,-1.983644
3468,0.362656,3.775325,-187.862655,-21826.713085,15.646800,6581.384646,19.000000,6.408696,23.651139,3.204348,-60.424846,9.002692,144.653419,-0.915528,-1.373292
3469,0.362656,3.752163,-188.580715,-21893.190384,125.174400,6572.102016,24.000000,21.362319,-70.037890,4.425052,-27.771015,-32.348655,16.326915,-1.068116,-1.525880
3470,0.249326,3.775325,-188.221685,-21782.394886,62.587200,6618.515166,31.000000,5.798344,-85.754453,-4.272464,8.239752,-87.127745,-67.138718,-1.220704,-1.525880
3471,-0.113330,3.891132,-188.490958,-21760.235786,187.761600,6637.080426,27.000000,4.425052,-76.446585,-27.465839,-5.798344,-61.645550,-49.896274,-1.068116,-0.762940
3472,-0.158662,3.451064,-188.131927,-21893.190384,172.114800,6637.080426,25.000000,10.375984,-48.217806,-23.040787,-9.155280,-150.299175,-42.877227,-1.068116,-0.915528
3473,0.271992,3.798486,-188.401200,-22003.985882,219.055201,6599.949906,23.000000,1.983644,-19.989027,-7.629400,-1.831056,-138.855075,-9.307868,-1.068116,-1.373292
3474,-0.090664,3.775325,-188.580715,-21915.349483,203.408401,6664.928316,13.000000,-0.762940,-17.242443,-18.005383,-25.329607,26.245135,112.609940,-1.525880,-1.525880
3475,-0.067998,3.752163,-188.401200,-21893.190384,422.463601,6655.645686,9.000000,5.493168,27.008075,-8.239752,1.220704,112.152176,150.909527,-0.305176,-1.525880
3476,-0.407988,3.914294,-188.849988,-21760.235786,312.936001,6599.949906,1.000000,3.662112,30.059835,-2.136232,-17.242443,278.625679,105.896068,-0.915528,-1.373292
3477,-0.543984,3.775325,-188.311443,-21826.713085,297.289201,6572.102016,-12.000000,1.525880,4.577640,-3.967288,-13.427744,115.203936,-20.904555,-1.220704,-1.068116
3478,-0.521318,3.752163,-188.939746,-21937.508583,297.289201,6599.949906,-13.000000,-4.272464,-11.596688,-8.850104,1.373292,-63.934370,-17.395031,-1.983644,-1.525880
3479,-1.019970,3.891132,-187.772897,-21871.031284,422.463601,6599.949906,-22.000000,-6.408696,3.662112,18.768323,25.177019,-70.343066,70.800830,-1.220704,-1.678468
3480,-0.498652,3.752163,-188.670473,-21760.235786,406.816801,6553.536757,-27.000000,-7.629400,-1.525880,3.356936,15.869151,-66.680954,72.937062,-1.068116,-1.068116
3481,-0.906640,3.821648,-188.131927,-21715.917587,531.991201,6627.797796,-21.000000,-9.765632,0.762940,12.664804,7.934576,-28.533955,63.934370,-1.373292,-0.762940
3482,-0.611982,4.030101,-188.760231,-21893.190384,485.050801,6702.058836,-24.000000,2.441408,10.833748,14.648448,14.953624,-14.190684,0.457764,-1.220704,-1.831056
3483,-0.747978,3.682679,-188.311443,-21627.281189,578.931602,6590.667276,-19.000000,13.275156,17.089855,10.833748,14.190684,-106.659008,-158.844103,0.610352,-1.678468
3484,-0.725312,3.636356,-188.939746,-21848.872185,500.697601,6637.080426,-4.000000,3.662112,33.111595,20.141615,4.272464,-152.740583,-294.189654,-0.915528,-1.373292
3485,-0.929306,3.867971,-187.862655,-21715.917587,516.344401,6683.493576,-2.000000,7.171636,55.084266,19.989027,-16.937267,-12.207040,-342.712637,-1.068116,-1.373292
3486,-0.725312,3.659517,-188.131927,-21915.349483,547.638001,6646.363056,0.000000,7.171636,39.062527,9.002692,-44.555695,108.947828,-294.800006,-2.288820,-1.525880
3487,-1.314628,3.636356,-188.042170,-21804.553986,594.578402,6683.493576,15.000000,16.632091,-9.918220,-7.781988,-28.228779,69.885302,-221.252593,-1.068116,-1.220704
3488,-1.110634,3.659517,-187.862655,-21937.508583,641.518802,6618.515166,17.000000,10.375984,-24.414079,-8.087164,-30.822775,88.958801,-26.245135,-1.068116,-1.373292
3489,-0.793310,3.613194,-188.131927,-21826.713085,766.693202,6627.797796,26.000000,2.746584,-30.059835,-17.700207,-10.986336,109.100416,79.345757,-1.068116,-1.373292
3490,-1.223964,3.613194,-188.221685,-21738.076687,657.165602,6599.949906,26.000000,6.713872,-30.822775,-3.662112,0.000000,41.809111,23.193375,-1.220704,-1.831056
3491,-1.065302,3.497387,-187.503624,-21715.917587,657.165602,6702.058836,28.000000,6.866460,-22.430435,0.457764,19.836439,16.784679,-34.484887,-1.525880,-0.610352
3492,-1.314628,3.520548,-187.503624,-21760.235786,782.340002,6618.515166,29.000000,3.662112,-0.915528,21.362319,21.514907,8.697516,151.672467,-1.068116,-0.915528
3493,-1.541288,3.358418,-186.965079,-21848.872185,657.165602,6618.515166,21.000000,-1.525880,-3.204348,7.476812,13.275156,-11.444100,309.295866,-1.220704,-1.678468
3494,-1.201298,3.358418,-187.324109,-21848.872185,641.518802,6599.949906,10.000000,-0.762940,5.340580,-27.313251,20.294203,-39.672879,360.565432,-1.373292,-1.068116
3495,-1.337294,3.543710,-187.054836,-21893.190384,719.752802,6674.210946,6.000000,2.899172,5.187992,2.441408,25.329607,-1.678468,150.451763,-0.610352,-1.373292
3496,-1.201298,3.335256,-186.247018,-21826.713085,672.812402,6627.797796,2.000000,-1.678468,-1.678468,5.340580,15.563975,33.569359,122.222984,-1.068116,-1.831056
3497,-1.337294,3.404741,-186.695806,-21871.031284,876.220802,6627.797796,-14.000000,-2.746584,-4.272464,-6.256108,23.498551,59.814494,113.525468,-1.220704,-1.373292
3498,-1.382626,3.242610,-186.516291,-21871.031284,844.927202,6562.819386,-16.000000,2.746584,-3.662112,15.258799,25.939959,49.133334,47.149690,-1.525880,-1.678468
3499,-1.291962,3.404741,-186.875321,-21693.758488,735.399602,6599.949906,-22.000000,5.340580,3.662112,12.512216,3.662112,24.414079,70.190478,-0.610352,-1.525880
3500,-1.269296,3.312095,-186.336775,-21693.758488,829.280402,6581.384646,-28.000000,1.678468,13.732920,1.678468,-26.702899,-30.517599,23.193375,-1.373292,-1.220704
3501,-1.042636,3.219449,-185.259684,-21738.076687,813.633602,6627.797796,-23.000000,-4.577640,23.193375,-1.220704,-32.653831,-18.005383,-74.157766,-1.220704,-1.373292
3502,-1.291962,3.265772,-185.349442,-21760.235786,688.459202,6553.536757,-23.000000,-12.817392,13.122568,-18.615735,-24.261491,-70.648242,-184.326298,-0.915528,-0.915528
3503,-1.178632,2.895188,-185.618715,-21715.917587,844.927202,6590.667276,-18.000000,-24.871843,8.392340,-11.596688,-6.103520,-110.626296,10.223396,-0.457764,-1.068116
3504,-1.087968,2.987834,-185.169927,-21782.394886,938.808002,6516.406237,-6.000000,-18.310559,6.256108,-5.187992,5.645756,-123.596276,71.563770,-1.373292,-0.152588
3505,-1.495956,2.964672,-185.708472,-21782.394886,844.927202,6525.688867,-2.000000,-7.019048,-1.525880,-2.441408,31.738303,-132.904144,38.299587,-1.220704,-1.373292
3506,-1.541288,3.034157,-185.528957,-21760.235786,782.340002,6599.949906,2.000000,0.305176,17.089855,-17.242443,32.806419,-49.438510,-23.345963,-2.288820,-1.678468
3507,-1.087968,2.733057,-185.798230,-21782.394886,751.046402,6609.232536,16.000000,-12.359628,19.531263,-15.716563,15.563975,-82.702693,-97.503729,-1.068116,-1.373292
3508,-1.019970,2.872026,-184.810896,-21693.758488,844.927202,6544.254127,18.000000,-3.051760,-5.035404,11.291512,-0.762940,39.367703,-40.740995,-1.068116,-1.068116
3509,-0.838642,2.779380,-184.631381,-21826.713085,797.986802,6544.254127,25.000000,-10.833748,0.457764,15.258799,7.629400,52.185094,-66.223190,-1.220704,-1.678468
3510,-1.359960,2.802542,-185.439199,-21693.758488,891.867602,6534.971497,31.000000,2.441408,6.866460,17.852795,-4.882816,-19.226087,-114.440996,-1.220704,-1.220704
3511,-1.042636,2.663573,-184.182593,-21738.076687,844.927202,6572.102016,28.000000,19.226087,8.087164,-1.373292,0.457764,27.771015,-34.790063,-0.915528,-1.220704
3512,-1.201298,2.756219,-184.362108,-21693.758488,938.808002,6544.254127,27.000000,13.732920,-27.160663,9.613044,-25.634783,36.926295,-91.247621,-1.220704,-0.762940
3513,-1.019970,2.663573,-184.541623,-21715.917587,938.808002,6562.819386,21.000000,6.408696,-47.607454,-8.392340,-7.171636,-71.563770,-222.015533,-1.220704,-1.373292
3514,-1.133300,2.756219,-184.362108,-21693.758488,735.399602,6516.406237,13.000000,-3.051760,17.089855,-43.182403,29.602071,-216.522365,-218.048245,-1.220704,-1.220704
3515,-0.747978,2.733057,-183.823563,-21582.962990,985.748403,6562.819386,9.000000,-4.425052,39.215115,-66.375778,64.239546,-274.963567,-202.331681,-1.220704,-1.525880
3516,-1.019970,2.408796,-184.990411,-21715.917587,876.220802,6544.254127,-2.000000,-4.882816,16.021739,-23.193375,69.274950,-155.792343,-96.588201,-0.915528,-1.831056
3517,-0.929306,2.594088,-184.003078,-21693.758488,923.161202,6488.558347,-16.000000,3.814700,-25.177019,-3.204348,50.659214,-87.280333,-27.923603,-0.915528,-1.525880
3518,-0.747978,2.524604,-183.913320,-21516.485691,766.693202,6516.406237,-12.000000,9.765632,-35.247827,-6.866460,12.664804,27.771015,32.196067,-0.915528,-1.220704
3519,-0.815976,2.594088,-184.003078,-21627.281189,860.574002,6479.275717,-22.000000,4.882816,-24.414079,-7.934576,-26.550311,205.383441,77.819877,-1.220704,-0.457764
3520,-0.815976,2.408796,-182.836229,-21649.440289,891.867602,6562.819386,-27.000000,2.899172,-58.136026,-16.937267,-50.811802,271.301455,123.291100,-1.220704,-1.220704
3521,-0.906640,2.478281,-183.195259,-21494.326591,891.867602,6516.406237,-22.000000,-1.373292,-73.242238,-34.332299,-30.212423,94.299381,161.590687,-1.068116,-1.373292
3522,-0.475986,2.617250,-183.195259,-21472.167492,751.046402,6581.384646,-22.000000,3.967288,-60.272258,-23.345963,-9.460456,-13.732920,172.577022,0.762940,-1.831056
3523,-0.838642,2.663573,-183.015744,-21671.599388,876.220802,6497.840977,-17.000000,-4.577640,-11.749276,-21.667495,-31.433127,12.969980,92.926089,-0.915528,-0.915528
3524,-0.566650,2.408796,-182.477199,-21627.281189,1017.042003,6516.406237,-7.000000,3.509524,5.950932,-12.664804,-25.939959,110.778884,-81.787165,-1.525880,-1.525880
3525,-0.589316,2.594088,-182.207926,-21294.894695,876.220802,6507.123607,-2.000000,-1.220704,25.787371,-5.187992,-22.735611,148.162943,-181.427126,-1.220704,-1.068116
3526,-0.747978,2.316150,-183.374775,-21494.326591,719.752802,6349.318897,3.000000,-9.765632,9.155280,16.937267,-19.683851,-95.520085,-151.977643,-1.525880,-1.373292
3527,-0.702646,2.339312,-183.285017,-21649.440289,938.808002,6497.840977,16.000000,-5.798344,11.291512,24.108903,-4.272464,-346.222161,74.768118,-1.525880,-1.220704
3528,-0.543984,2.177181,-183.464532,-21472.167492,938.808002,6377.166787,18.000000,-4.425052,20.294203,25.482195,13.427744,-344.543693,207.367085,-1.525880,-0.610352
3529,-0.498652,2.339312,-182.477199,-21582.962990,938.808002,6460.710457,24.000000,5.645756,37.231471,15.106211,22.583023,-219.726713,139.312839,-1.373292,-1.220704
3530,-0.362656,2.223504,-183.554290,-21738.076687,938.808002,6395.732047,30.000000,14.953624,50.201450,2.136232,0.457764,-35.553003,14.190684,-1.220704,-1.220704
3531,-0.543984,2.084535,-183.374775,-21294.894695,1048.335603,6469.993087,28.000000,13.580332,59.051554,-10.375984,11.596688,220.337065,-37.841823,-0.915528,-1.220704
3532,-0.475986,2.154020,-182.925987,-21627.281189,907.514402,6544.254127,27.000000,10.070808,37.384059,-15.563975,-32.959007,710.144528,42.572051,-1.220704,-1.220704
3533,-0.385322,1.899243,-182.656714,-21538.644791,923.161202,6442.145197,20.000000,-3.662112,23.803727,0.152588,-78.430229,478.668540,157.928575,-1.220704,-1.220704
3534,-0.725312,2.177181,-182.656714,-21427.849293,1001.395203,6460.710457,12.000000,-2.136232,-0.305176,7.324224,-97.045965,111.541824,41.198759,-1.220704,-0.915528
3535,-0.362656,2.177181,-182.746471,-21405.690193,1079.629203,6488.558347,6.000000,-15.106211,-24.414079,16.632091,-71.106006,-113.983232,47.607454,-1.831056,-1.220704
3536,-0.634648,1.968728,-182.028411,-21560.803890,1017.042003,6405.014677,1.000000,-10.375984,-12.207040,16.326915,-14.648448,-17.242443,36.315943,-1.068116,-1.373292
3537,-0.657314,2.061374,-181.669380,-21383.531094,985.748403,6442.145197,-14.000000,-6.866460,-16.021739,2.593996,51.116978,114.746172,-57.525674,-1.373292,-1.068116
3538,-0.589316,1.876082,-181.400107,-21494.326591,970.101603,6442.145197,-16.000000,-16.326915,9.307868,-14.038096,86.059629,60.272258,-3.509524,-1.525880,-1.525880
3539,-0.747978,1.899243,-182.746471,-21582.962990,1001.395203,6516.406237,-22.000000,4.730228,6.408696,-23.956315,67.291306,34.027123,-135.955903,-1.373292,-1.373292
3540,-0.249326,1.945566,-182.028411,-21405.690193,1001.395203,6442.145197,-25.000000,15.258799,-4.272464,-16.784679,-19.531263,26.397723,-137.786959,-2.593996,-1.678468
3541,-0.657314,1.852920,-182.028411,-21671.599388,970.101603,6395.732047,-22.000000,14.648448,-3.662112,-7.629400,-81.176813,13.275156,-137.176607,-1.220704,-0.915528
3542,-0.679980,2.015051,-181.938653,-21405.690193,923.161202,6432.862567,-20.000000,6.256108,3.509524,-0.915528,-74.462942,-56.304970,-46.081574,-1.525880,-1.983644
3543,-0.611982,1.852920,-181.579623,-21516.485691,923.161202,6405.014677,-20.000000,9.765632,-5.187992,-4.272464,-12.207040,-77.972465,23.040787,-1.068116,-1.373292
3544,-0.634648,1.852920,-181.310350,-21361.371994,938.808002,6358.601527,-6.000000,0.762940,-26.245135,11.291512,21.667495,-173.797726,89.263977,-1.373292,-1.068116
3545,-0.453320,1.737113,-181.579623,-21649.440289,1095.276003,6451.427827,-5.000000,-2.746584,-18.768323,4.577640,45.166047,-196.533337,-19.378675,-1.220704,-1.220704
3546,-0.271992,1.528659,-181.759138,-21516.485691,1063.982403,6451.427827,2.000000,1.831056,-22.430435,7.934576,56.152382,-121.917808,-87.738097,-1.525880,-1.373292
3547,-0.611982,1.876082,-180.951319,-21339.212894,1095.276003,6414.297307,17.000000,-6.408696,-0.457764,12.054452,75.988821,-87.890685,78.430229,-1.373292,-1.220704
3548,-0.702646,1.783436,-181.579623,-21516.485691,985.748403,6330.753637,16.000000,-2.593996,6.256108,7.934576,107.879712,-11.749276,65.918014,-0.915528,-1.373292
3549,-1.155966,1.713951,-180.592289,-21361.371994,1017.042003,6358.601527,24.000000,5.035404,9.765632,18.768323,52.795446,142.974951,201.873917,-1.525880,-1.220704
3550,-1.110634,1.690790,-181.130835,-21427.849293,923.161202,6442.145197,30.000000,-0.457764,19.989027,11.444100,22.277847,163.421743,201.110977,1.068116,-0.915528
3551,-0.702646,1.783436,-180.502531,-21472.167492,970.101603,6423.579937,29.000000,5.035404,0.457764,5.950932,25.177019,-15.869151,145.568947,-1.068116,-1.678468
3552,-0.951972,1.459175,-181.489865,-21383.531094,1126.569603,6330.753637,25.000000,7.629400,-19.989027,-4.119876,24.414079,-29.754659,101.318429,-1.068116,-1.220704
3553,-0.883974,1.482336,-181.579623,-21272.735596,1017.042003,6349.318897,22.000000,3.662112,-19.073499,-2.136232,-16.632091,39.978055,93.536441,-1.373292,-1.678468
3554,-0.815976,1.204398,-180.053743,-21361.371994,1126.569603,6330.753637,10.000000,3.356936,-33.416771,1.831056,-54.626502,61.035198,135.040376,-0.915528,-1.068116
3555,-0.815976,1.482336,-181.220592,-21139.780998,1048.335603,6367.884157,9.000000,-7.476812,-9.918220,-4.425052,-59.204142,-11.138924,89.569153,-0.610352,-1.220704
3556,-0.634648,1.343367,-181.220592,-21250.576496,1110.922803,6386.449417,1.000000,-7.019048,-25.634783,-1.525880,-27.465839,-46.386750,-167.694206,-1.068116,-1.678468
3557,-0.883974,1.389690,-180.771804,-21161.940098,1063.982403,6349.318897,-12.000000,-13.732920,-15.258799,-5.798344,0.610352,-57.678262,-47.912630,-1.525880,-1.220704
3558,-0.815976,1.343367,-180.682047,-21272.735596,1048.335603,6367.884157,-15.000000,-10.681160,-20.141615,-9.155280,-2.593996,2.593996,57.830850,-1.373292,-1.220704
3559,-1.042636,1.389690,-180.233259,-21294.894695,970.101603,6321.471007,-21.000000,-12.207040,-24.108903,-3.509524,-14.801036,15.563975,-67.596482,-1.068116,-1.220704
3560,-1.110634,1.088591,-179.784471,-21472.167492,1032.688803,6367.884157,-28.000000,-13.427744,-18.005383,-8.239752,-47.302278,-17.547619,-167.999382,-0.762940,-0.915528
3561,-1.133300,1.366529,-179.604955,-21339.212894,1142.216403,6265.775228,-21.000000,-14.648448,2.899172,-12.054452,-36.163355,-5.035404,-180.053834,-1.373292,-1.678468
