bleuenn-std-02
Date:,2012/11/24
Time:,11:05:17
Type:,General Capture
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,Patient1:RTRO,,,Patient1:L5,,,Patient1:RASI,,,Patient1:LASI,,,Patient1:LTRO,,,Patient1:T12,,,Patient1:RKNE,,,Patient1:LKNE,,,Patient1:T7,,,Patient1:LSHO,,,Patient1:BHD,,,Patient1:LBHD,,,Patient1:RBHD,,,Patient1:RANK,,,Patient1:RHEE,,,Patient1:LANK,,,Patient1:LHEE,,,Patient1:RTOE,,,Patient1:LTOE,,,Patient1:RSHO,,,Patient1:C7
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
21,101.833130,130.810349,564.563354,2.885310,60.458439,616.891602,51.857975,75.443062,637.283997,-47.821896,73.658691,649.202820,-116.264595,115.539581,583.478455,9.392042,45.247150,750.958862,104.447243,79.874168,307.157745,-121.500793,75.040649,314.552460,11.520257,31.047270,804.902161,-116.177254,98.996254,914.451111,9.104544,60.298603,980.820801,-72.255348,122.798019,1014.217407,88.155251,108.053177,1019.547668,116.539932,62.717079,45.893814,64.535591,46.458378,20.989468,-138.573227,56.196804,40.835110,-91.612320,51.829075,14.082802,176.979797,107.188583,20.674500,-198.840469,120.598801,15.653334,140.497772,106.957161,906.247742,8.015745,53.295498,934.873840
22,101.869141,130.673492,564.584106,2.882990,60.358574,616.901489,51.923443,75.162666,637.374817,-47.830112,73.560104,649.215271,-116.278984,115.417900,583.477539,9.387453,45.160912,750.968018,104.449730,79.792946,307.128571,-121.520462,74.957809,314.547211,11.497032,30.970224,804.930359,-116.244553,98.992081,914.395081,9.029635,60.264454,980.860352,-72.333229,122.767586,1014.194458,88.084137,107.980377,1019.566589,116.542107,62.700027,45.894707,64.546165,46.436089,21.001862,-138.571976,56.196171,40.827938,-91.595650,51.812290,14.060772,176.972763,107.191689,20.663826,-198.831284,120.620155,15.638586,140.450378,106.895187,906.291870,7.967750,53.255745,934.889038
23,101.942039,130.503922,564.609863,2.898413,60.303085,616.913635,52.014847,74.920280,637.461060,-47.646221,73.041222,649.342896,-116.266075,115.320969,583.488159,9.363332,45.083824,750.977051,104.449593,79.692917,307.126251,-121.535400,74.898193,314.545410,11.460677,30.916838,804.947449,-116.309151,98.965187,914.343079,8.901274,60.221642,980.920654,-72.376335,122.794220,1014.167114,88.035538,107.887756,1019.583801,116.528320,62.700001,45.875408,64.551849,46.437660,21.009851,-138.571655,56.197693,40.809544,-91.581230,51.757671,14.072641,176.970657,107.193352,20.652819,-198.854019,120.617355,15.625713,140.389145,106.864128,906.338867,7.855092,53.216503,934.918030
24,101.966110,130.371323,564.628113,2.905370,60.250778,616.919800,51.931770,75.071907,637.384460,-47.487583,72.614746,649.458740,-116.237854,115.262718,583.485962,9.352178,45.027546,750.984009,104.437325,79.576256,307.128387,-121.532646,74.827950,314.540924,11.427108,30.864742,804.951904,-116.381699,98.938148,914.300293,8.767616,60.184364,980.950867,-72.422714,122.841255,1014.156860,87.991776,107.801193,1019.594604,116.518616,62.704338,45.859566,64.551781,46.449104,21.010340,-138.584885,56.180588,40.788219,-91.602928,51.756203,14.056333,176.978577,107.187889,20.641466,-198.856628,120.599380,15.626690,140.325516,106.834251,906.361389,7.745118,53.191616,934.933044
25,101.902214,130.393860,564.609619,2.913337,60.166447,616.916443,51.855652,75.191597,637.312744,-47.947956,73.650131,649.203796,-116.216019,115.175606,583.473083,9.360411,44.955856,750.989136,104.436668,79.462097,307.123596,-121.510857,74.710686,314.546631,11.400158,30.791168,804.975830,-116.449455,98.912544,914.243591,8.650338,60.140141,980.956360,-72.513855,122.844810,1014.155762,87.894867,107.800850,1019.617737,116.532555,62.705509,45.859791,64.560570,46.433174,21.006891,-138.606934,56.140923,40.772472,-91.622330,51.827084,14.027261,176.997986,107.181023,20.636703,-198.845123,120.570160,15.644084,140.295639,106.762901,906.373474,7.672324,53.185246,934.921936
26,101.859634,130.417419,564.581726,2.934289,60.049057,616.921875,51.862980,75.091438,637.326782,-47.321442,72.107727,649.879639,-116.201714,115.074242,583.481812,9.357014,44.863926,751.008789,104.427734,79.398521,307.104553,-121.480896,74.622375,314.556824,11.368803,30.697641,805.026062,-116.523529,98.902771,914.208435,8.575023,60.091633,980.958435,-72.609131,122.840446,1014.151245,87.796890,107.791367,1019.663086,116.550201,62.703987,45.844288,64.565491,46.417301,20.993719,-138.615860,56.118774,40.764202,-91.642754,51.851376,14.031129,177.020065,107.187386,20.633036,-198.849243,120.569496,15.647096,140.246216,106.703278,906.390503,7.606047,53.142384,934.912964
27,101.871353,130.337158,564.593872,2.939414,59.947796,616.938416,51.802624,75.101494,637.320251,-47.625622,72.731255,649.565002,-116.183540,114.980812,583.492310,9.323836,44.802719,751.046997,104.414825,79.345436,307.088531,-121.474503,74.606560,314.558777,11.303206,30.648241,805.066833,-116.606346,98.928070,914.201233,8.511221,60.075523,980.958740,-72.679543,122.862289,1014.160645,87.720032,107.708038,1019.695618,116.540993,62.689999,45.831718,64.553635,46.430470,20.989639,-138.612808,56.117096,40.764954,-91.660362,51.830315,14.049006,177.018250,107.207405,20.630711,-198.857056,120.599884,15.629257,140.171463,106.686440,906.388611,7.526151,53.101772,934.937683
28,101.904243,130.207077,564.624817,2.937563,59.866020,616.957642,51.798294,75.004982,637.332642,-47.895279,73.284058,649.251404,-116.164040,114.876518,583.489624,9.261861,44.779331,751.093689,104.424507,79.272469,307.089447,-121.464531,74.597153,314.567902,11.191428,30.656771,805.087585,-116.674377,98.989227,914.206970,8.409136,60.072659,980.963379,-72.745445,122.890831,1014.167542,87.663101,107.606735,1019.724121,116.533310,62.677231,45.846230,64.552177,46.430885,21.004982,-138.608429,56.105915,40.770870,-91.630745,51.803005,14.078074,177.000381,107.207542,20.631617,-198.854233,120.621071,15.607608,140.106461,106.639595,906.392334,7.430525,53.090927,934.979553
29,101.876495,130.168976,564.617432,2.949596,59.800846,616.971069,51.866444,74.747681,637.375061,-47.781651,72.899673,649.303711,-116.162079,114.807549,583.496155,9.192680,44.766968,751.137817,104.431145,79.222824,307.087982,-121.452347,74.554459,314.556793,11.073765,30.651056,805.115173,-116.743729,99.050598,914.218872,8.297819,60.049038,980.995056,-72.809128,122.898323,1014.164246,87.614777,107.547554,1019.754272,116.543488,62.665546,45.845009,64.570419,46.405495,21.020247,-138.594345,56.072365,40.782642,-91.569489,51.784817,14.096180,176.983444,107.193321,20.617697,-198.848526,120.625450,15.598973,140.046616,106.544212,906.403809,7.344134,53.071732,935.006226
30,101.812508,130.191589,564.598938,2.937881,59.766785,616.975708,51.871384,74.601814,637.403992,-46.529003,69.730431,649.931580,-116.166809,114.766502,583.510376,9.122080,44.728313,751.159302,104.427101,79.141525,307.089996,-121.461761,74.475525,314.529602,10.973999,30.609041,805.153259,-116.821030,99.087379,914.224731,8.206497,59.997707,981.034607,-72.873245,122.886475,1014.189087,87.522270,107.518661,1019.765625,116.570618,62.635593,45.828083,64.569473,46.408787,21.019535,-138.580048,56.047642,40.795238,-91.534569,51.793148,14.102348,176.989594,107.183235,20.591900,-198.848953,120.625954,15.601542,139.988434,106.440239,906.398621,7.289266,53.035793,935.013855
31,101.812286,130.115494,564.608582,2.902799,59.721386,616.981201,51.857868,74.527107,637.426575,-46.494259,69.376099,649.529907,-116.152565,114.712120,583.521057,9.045955,44.658379,751.167114,104.417747,79.007095,307.093109,-121.468933,74.414703,314.536621,10.878316,30.561563,805.181091,-116.880775,99.110764,914.233948,8.112961,59.934895,981.052917,-72.938713,122.874084,1014.232605,87.421860,107.467804,1019.766541,116.576981,62.630054,45.811314,64.557869,46.423393,21.007427,-138.589981,56.057228,40.795044,-91.547119,51.790077,14.115962,177.026123,107.158432,20.588158,-198.847153,120.606827,15.595947,139.917984,106.336945,906.400391,7.193083,53.035751,935.016663
32,101.848312,129.978714,564.629333,2.887222,59.666496,616.983704,51.856888,74.432304,637.454529,-46.932632,70.358360,649.348267,-116.134544,114.683571,583.516235,8.961237,44.605396,751.192566,104.400581,78.912674,307.083649,-121.466446,74.400398,314.544739,10.771369,30.543587,805.196350,-116.949463,99.142883,914.242554,8.004125,59.879391,981.062927,-73.002480,122.860924,1014.251526,87.335320,107.438011,1019.768433,116.555229,62.657101,45.801987,64.560242,46.409737,21.009401,-138.598419,56.067745,40.784641,-91.597969,51.749130,14.124048,177.049927,107.138535,20.587048,-198.840210,120.588142,15.568823,139.831650,106.265930,906.415283,7.049023,53.051945,935.024902
33,101.866028,129.834366,564.649292,2.889188,59.626579,616.988892,51.828640,74.343269,637.482544,-46.924488,70.368057,649.610535,-116.122963,114.692352,583.501465,8.877940,44.589439,751.228455,104.368042,78.859306,307.076904,-121.475945,74.387268,314.531128,10.664449,30.525995,805.217834,-117.032867,99.186714,914.229065,7.919503,59.803925,981.066223,-73.076729,122.860886,1014.273804,87.240395,107.399544,1019.781738,116.546074,62.671867,45.825863,64.555382,46.407909,21.018543,-138.587540,56.066181,40.777962,-91.630096,51.711357,14.134475,177.038406,107.164925,20.560106,-198.837570,120.609489,15.544642,139.720734,106.238800,906.454529,6.939308,53.008625,935.026245
34,101.841194,129.738861,564.659973,2.883543,59.564350,617.008728,51.780972,74.264069,637.500488,-47.019840,70.558495,649.697021,-116.122513,114.737534,583.500000,8.827232,44.557827,751.252686,104.341064,78.783516,307.087128,-121.487511,74.374382,314.530365,10.571854,30.497152,805.234436,-117.122704,99.217766,914.172607,7.822103,59.744431,981.079041,-73.180962,122.874916,1014.303528,87.127281,107.346245,1019.804199,116.559158,62.653248,45.837109,64.534966,46.443218,21.012857,-138.581512,56.066418,40.765942,-91.598732,51.688213,14.136947,177.012558,107.192291,20.540171,-198.847427,120.628067,15.542879,139.601837,106.201385,906.508179,6.806081,52.967293,935.036377
35,101.837814,129.646500,564.660889,2.862976,59.507931,617.023010,51.749660,74.177780,637.511169,-47.985950,72.749107,649.316711,-116.129135,114.799110,583.504944,8.800488,44.511539,751.270691,104.340836,78.687111,307.105804,-121.498611,74.397057,314.533203,10.491888,30.468405,805.243347,-117.239891,99.228142,914.099609,7.669419,59.725685,981.109863,-73.291603,122.880714,1014.306641,87.021164,107.282494,1019.826355,116.578255,62.623466,45.820450,64.528107,46.470215,21.014244,-138.597427,56.062176,40.761654,-91.600876,51.678375,14.127529,176.999771,107.186745,20.541063,-198.865234,120.637527,15.543639,139.512146,106.155701,906.559387,6.646040,52.955589,935.062378
36,101.904434,129.444397,564.669250,2.820457,59.496956,617.023193,51.749714,74.083046,637.524048,-46.876526,69.945168,649.839233,-116.129761,114.825333,583.500427,8.757195,44.487164,751.281860,104.333405,78.607521,307.111908,-121.518303,74.424316,314.525146,10.436449,30.420420,805.264587,-117.342476,99.218452,914.055664,7.539548,59.686958,981.125183,-73.376472,122.893478,1014.295410,86.953056,107.122932,1019.852051,116.580490,62.624039,45.815899,64.547249,46.448204,21.027733,-138.628983,56.067390,40.774765,-91.640076,51.689728,14.132913,177.010757,107.182121,20.546474,-198.872299,120.627396,15.541025,139.446274,106.089676,906.619812,6.537668,52.919579,935.073242
37,101.925385,129.295532,564.678711,2.765102,59.477325,617.024475,51.729424,73.996864,637.529602,-46.765694,69.540031,649.666138,-116.141960,114.828842,583.490479,8.690579,44.446682,751.283875,104.324043,78.535797,307.093475,-121.522125,74.430351,314.515656,10.380493,30.367783,805.287170,-117.418495,99.228935,914.005005,7.412562,59.628304,981.130310,-73.453400,122.933113,1014.275391,86.861702,106.943138,1019.878967,116.576225,62.624859,45.808407,64.552383,46.434849,21.029654,-138.635651,56.082321,40.776829,-91.637634,51.696613,14.121647,177.024292,107.180931,20.548428,-198.855240,120.595352,15.540790,139.377914,105.986153,906.660706,6.434587,52.878078,935.076172
38,101.852119,129.312805,564.672241,2.739964,59.419010,617.030945,51.684570,73.929962,637.531311,-46.903835,69.707268,649.391968,-116.151665,114.831490,583.474731,8.633618,44.402885,751.284119,104.331917,78.491867,307.061768,-121.515907,74.438477,314.512238,10.310064,30.328514,805.303650,-117.513588,99.258064,913.929138,7.234914,59.569809,981.147400,-73.552536,122.945251,1014.240906,86.725182,106.856003,1019.899048,116.587883,62.599663,45.797077,64.536903,46.458576,21.013365,-138.625702,56.087482,40.773666,-91.604195,51.683308,14.102228,177.034164,107.188126,20.543234,-198.846268,120.584297,15.562003,139.291550,105.917023,906.704834,6.303844,52.861393,935.089050
