bleuenn-ank-03
Date:,2012/11/24
Time:,11:54:39
Type:,General Capture
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,Patient1:LKNE,,,Patient1:RKNE,,,Patient1:RTRO,,,Patient1:LTRO,,,Patient1:L5,,,Patient1:RASI,,,Patient1:LASI,,,Patient1:T12,,,Patient1:LANK,,,Patient1:RANK,,,Patient1:RHEE,,,Patient1:LHEE,,,Patient1:LTOE,,,Patient1:LSHO,,,Patient1:RSHO,,,Patient1:C7,,,Patient1:BALAVD,,,Patient1:BALARD,,,Patient1:BALAVG,,,Patient1:BALARG,,,Patient1:LBHD,,,Patient1:RBHD,,,Patient1:T7,,,Patient1:RTOE,,,Patient1:BHD,,,Patient1:T7-1
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1522,-10.811682,-1.621305,-206.352720,-77911.394119,813.633602,4028.661406,-16.000000,-261.993587,137.939547,5.035404,53.253210,-92.773501,12.817392,-0.915528,-1.373292
1523,-10.925012,-1.551821,-205.993690,-77867.075920,907.514402,3982.248256,-17.000000,98.419257,167.083854,-5.340580,58.593790,133.209320,-7.324224,-0.457764,-1.068116
1524,-10.947678,-1.598144,-205.275629,-77889.235020,891.867602,3898.704586,-27.000000,373.535412,191.345346,0.457764,46.539338,53.558386,-25.634783,-1.220704,-1.068116
1525,-11.083674,-1.876082,-206.262962,-77867.075920,876.220802,4019.378776,-25.000000,81.024225,180.053834,19.073499,45.623810,78.582817,-23.956315,-0.915528,-1.220704
1526,-11.038342,-2.061374,-205.275629,-77955.712318,844.927202,3926.552476,-25.000000,-184.326298,133.514496,5.950932,0.152588,75.073294,-30.822775,-0.915528,-1.220704
1527,-10.562356,-1.899243,-205.903932,-77955.712318,876.220802,4028.661406,-18.000000,-169.830438,86.669981,6.256108,-30.059835,-125.579920,-14.953624,-0.915528,-0.457764
1528,-11.151672,-1.922405,-205.634659,-77955.712318,751.046402,3945.117736,-11.000000,-87.432921,34.637475,-0.305176,-39.367703,-37.841823,-9.307868,-0.457764,-1.068116
1529,-10.653020,-2.061374,-206.711750,-77822.757721,782.340002,3963.682996,-8.000000,79.498345,-2.288820,-11.749276,-37.536647,-330.810773,10.070808,-0.762940,-1.525880
1530,-10.743684,-2.061374,-205.903932,-77955.712318,829.280402,3972.965626,2.000000,140.991307,-57.830850,-0.762940,-16.021739,-328.827129,-8.392340,-1.220704,-1.831056
1531,-10.743684,-2.130858,-205.634659,-78044.348717,797.986802,3907.987216,11.000000,255.737480,-80.719049,-7.324224,1.831056,-140.075779,-37.231471,-0.915528,-0.915528
1532,-10.857014,-1.991889,-205.903932,-78000.030518,766.693202,3926.552476,20.000000,492.248872,-137.786959,-10.986336,-6.866460,29.144307,-39.520291,-1.068116,-0.762940
1533,-10.970344,-2.200343,-205.634659,-77844.916821,891.867602,3972.965626,19.000000,456.848457,-181.732302,-16.174327,-9.307868,63.476606,-51.574742,-1.220704,-0.915528
1534,-10.902346,-2.154020,-205.455144,-77844.916821,844.927202,4084.357185,29.000000,177.002074,-218.658597,-6.561284,-27.160663,366.058600,-36.926295,-1.678468,-1.068116
1535,-11.038342,-2.339312,-206.083447,-77933.553219,844.927202,3972.965626,28.000000,176.696898,-186.462530,-6.713872,-16.479503,308.990690,28.076191,-0.152588,-1.373292
1536,-10.879680,-2.362473,-205.903932,-77911.394119,813.633602,3963.682996,26.000000,189.514290,-98.419257,-10.223396,-2.441408,-140.686131,54.931678,-1.525880,-1.525880
1537,-11.015676,-2.547765,-205.006356,-78044.348717,860.574002,3963.682996,14.000000,170.898554,-35.553003,-6.561284,33.874535,-79.803521,54.931678,-1.068116,-1.678468
1538,-10.721018,-2.524604,-206.173205,-77911.394119,751.046402,3982.248256,13.000000,101.928781,2.899172,-8.239752,37.841823,260.009943,50.354038,-1.068116,-1.373292
1539,-10.653020,-2.547765,-206.083447,-78022.189617,782.340002,3945.117736,12.000000,-11.596688,20.599379,-1.678468,101.165841,271.148867,11.444100,-0.610352,-1.068116
1540,-10.993010,-2.640411,-206.352720,-78044.348717,860.574002,3991.530886,2.000000,-45.623810,42.724639,0.457764,149.688823,65.612838,-8.544928,-1.220704,-1.373292
1541,-10.879680,-2.964672,-205.993690,-77955.712318,813.633602,3935.835106,-11.000000,-43.792755,57.983438,3.204348,121.765220,61.187786,-26.245135,-1.678468,-0.915528
1542,-10.834348,-2.663573,-205.634659,-77933.553219,813.633602,3982.248256,-16.000000,-88.501037,52.948034,7.476812,47.302278,39.520291,-19.683851,-0.915528,-1.678468
1543,-10.585022,-3.034157,-206.711750,-78022.189617,954.454803,3889.421956,-19.000000,-53.100622,27.771015,7.629400,-52.490270,34.484887,-19.226087,-1.525880,-1.220704
1544,-11.083674,-2.964672,-206.801508,-77955.712318,766.693202,3963.682996,-27.000000,-58.136026,10.986336,10.375984,-124.664392,-9.307868,-32.043479,-1.678468,-0.915528
1545,-10.879680,-3.126803,-205.814174,-78177.303314,766.693202,3889.421956,-23.000000,-32.959007,-21.514907,10.528572,-186.004766,21.514907,-32.653831,-1.373292,-0.915528
1546,-10.925012,-2.987834,-205.814174,-77955.712318,860.574002,3945.117736,-23.000000,-8.087164,-22.735611,-13.732920,-149.688823,51.116978,-20.751967,-1.220704,-1.373292
1547,-11.038342,-3.126803,-206.621993,-78066.507816,657.165602,3926.552476,-19.000000,-90.026917,-28.839131,-24.261491,-75.073294,48.065218,-3.051760,-1.220704,-0.762940
1548,-11.083674,-3.427902,-205.814174,-77911.394119,829.280402,3898.704586,-11.000000,-123.748864,-33.721947,-19.226087,-81.787165,14.495860,15.258799,-1.525880,-1.525880
1549,-10.970344,-3.149964,-206.262962,-78088.666916,876.220802,3963.682996,-10.000000,-67.138718,-48.675570,-8.850104,-48.828158,-70.037890,36.773707,-1.678468,-1.678468
1550,-11.174338,-3.242610,-205.993690,-78000.030518,876.220802,3898.704586,-2.000000,-48.980746,-51.116978,2.593996,-9.765632,-114.593584,56.152382,-0.610352,-1.220704
1551,-10.902346,-3.404741,-206.173205,-78155.144215,782.340002,3926.552476,10.000000,-20.141615,-47.912630,-6.103520,5.187992,-91.552797,39.978055,-1.525880,-1.373292
1552,-11.061008,-3.590033,-206.083447,-77977.871418,735.399602,3861.574066,20.000000,-2.746584,-26.092547,6.103520,-5.035404,13.580332,9.918220,-0.915528,-1.831056
1553,-11.378332,-3.520548,-206.891266,-77911.394119,719.752802,3843.008806,20.000000,-1.983644,4.272464,8.544928,73.547414,-41.809111,21.514907,-0.915528,-1.068116
1554,-11.174338,-3.451064,-206.262962,-77867.075920,923.161202,3889.421956,29.000000,-7.171636,25.634783,1.831056,103.302073,8.697516,11.596688,-0.610352,-0.915528
1555,-10.902346,-3.636356,-205.903932,-77756.280422,876.220802,3917.269846,26.000000,-42.419463,35.400415,1.831056,66.528366,88.958801,-15.563975,-1.068116,-1.525880
1556,-11.106340,-3.590033,-206.173205,-77889.235020,970.101603,3945.117736,26.000000,-210.876609,47.302278,5.950932,-3.051760,-3.051760,-27.618427,-1.220704,-1.525880
1557,-11.378332,-3.404741,-205.275629,-77822.757721,735.399602,3917.269846,19.000000,-335.083237,47.454866,8.850104,-90.484681,-16.021739,-16.174327,-1.220704,-1.678468
1558,-10.970344,-3.613194,-206.083447,-77844.916821,844.927202,3935.835106,13.000000,-313.720918,43.792755,8.697516,-126.342860,-34.790063,-14.801036,-1.220704,-0.915528
1559,-10.902346,-3.891132,-205.814174,-78000.030518,891.867602,3898.704586,8.000000,-326.080545,48.370394,8.697516,-82.855281,33.721947,-25.177019,-0.762940,-1.373292
1560,-11.061008,-3.659517,-205.724417,-78110.826015,766.693202,3935.835106,2.000000,-260.925471,51.116978,0.762940,14.648448,-43.182403,-31.890891,-1.220704,-1.220704
1561,-11.423664,-3.775325,-206.083447,-77734.121323,704.106002,3945.117736,-11.000000,-106.506420,63.171430,2.593996,23.956315,-196.533337,-37.231471,-1.220704,-1.373292
1562,-11.695656,-3.636356,-206.173205,-77689.803123,860.574002,3917.269846,-16.000000,387.878683,34.942651,-2.288820,13.732920,-126.342860,-37.994411,-0.305176,-1.373292
1563,-11.468996,-3.729002,-206.352720,-77844.916821,813.633602,3972.965626,-18.000000,291.443070,12.664804,-8.850104,14.953624,-149.536235,-31.433127,-1.068116,-1.068116
1564,-11.695656,-3.613194,-205.634659,-77689.803123,813.633602,4000.813516,-27.000000,230.713048,11.901864,-14.343272,-0.762940,-164.642447,-27.008075,-1.525880,-1.373292
1565,-12.035646,-3.659517,-206.262962,-77756.280422,735.399602,4093.639815,-26.000000,473.785724,0.457764,-7.781988,-46.234162,-107.116772,-21.362319,-1.678468,-1.678468
1566,-11.944982,-3.427902,-205.275629,-77556.848526,876.220802,4093.639815,-25.000000,329.590069,-30.822775,7.629400,25.482195,87.585509,-24.108903,-0.762940,-1.678468
1567,-12.352970,-3.427902,-205.455144,-77601.166725,813.633602,4130.770335,-19.000000,25.939959,-78.430229,-17.242443,35.858179,271.148867,-29.602071,-1.068116,-1.373292
1568,-12.511632,-3.381579,-205.006356,-77711.962223,829.280402,4167.900855,-13.000000,-39.062527,-106.811596,-9.307868,51.879918,182.800418,-19.378675,-1.068116,-0.915528
1569,-12.284972,-3.219449,-204.916598,-77711.962223,797.986802,4186.466115,-4.000000,101.165841,-113.525468,1.220704,64.544722,85.754453,-12.817392,-0.762940,-1.220704
1570,-12.420968,-3.451064,-205.006356,-77490.371227,829.280402,4195.748745,0.000000,48.217806,-87.890685,5.950932,24.414079,-14.801036,12.054452,-1.678468,-1.373292
1571,-12.828956,-3.335256,-205.544902,-77601.166725,797.986802,4186.466115,13.000000,-39.672879,-42.266875,7.934576,-24.566667,-67.138718,43.487579,-0.457764,-1.373292
1572,-12.987618,-3.219449,-204.737083,-77490.371227,797.986802,4177.183485,17.000000,-17.547619,-26.092547,4.882816,-41.046171,-72.631886,77.972465,-0.457764,-0.915528
1573,-12.806290,-3.219449,-204.647326,-77423.893929,797.986802,4223.596635,24.000000,-54.321326,14.190684,-7.629400,-15.563975,-103.454661,72.326710,-0.915528,-1.068116
1574,-12.919620,-2.918349,-204.378053,-77379.575729,860.574002,4214.314005,29.000000,-109.100416,43.945343,-5.187992,35.858179,-83.465633,68.054246,-1.525880,-0.915528
1575,-12.375636,-3.034157,-204.737083,-77224.462032,672.812402,4149.335595,25.000000,-133.819672,76.141409,-4.119876,49.285922,25.482195,55.847206,-0.915528,-1.220704
1576,-12.624962,-3.103641,-204.737083,-77401.734829,625.872002,4205.031375,26.000000,-124.206628,81.024225,-6.256108,-23.345963,271.911807,69.427538,-1.373292,-1.220704
1577,-12.488966,-3.126803,-204.557568,-77335.257530,563.284801,4223.596635,17.000000,-86.059629,80.719049,6.103520,-59.356730,125.732508,90.332093,-0.915528,-1.373292
1578,-12.647628,-3.034157,-204.647326,-77357.416630,688.459202,4149.335595,12.000000,39.978055,87.432921,-4.730228,-68.512010,-4.577640,98.114081,-0.915528,-1.678468
1579,-12.284972,-2.941511,-204.288295,-77002.871037,625.872002,4214.314005,8.000000,118.866048,98.877021,0.305176,18.768323,-152.130231,83.160457,-0.762940,-2.288820
1580,-12.216974,-2.987834,-204.647326,-77047.189236,657.165602,4121.487705,3.000000,80.566461,71.258594,-0.152588,83.465633,-131.530852,-27.771015,-1.525880,-1.068116
1581,-12.375636,-2.756219,-203.480477,-77113.666534,500.697601,4242.161895,-9.000000,-55.389442,55.999794,1.220704,117.950520,-92.010561,-52.642858,-0.915528,-1.220704
1582,-12.511632,-2.848865,-204.288295,-77379.575729,485.050801,4214.314005,-17.000000,-159.607043,45.623810,-3.509524,51.269566,15.258799,-97.503729,-0.610352,-0.762940
1583,-11.967648,-2.895188,-205.275629,-77069.348335,610.225202,4205.031375,-18.000000,-127.868740,28.839131,2.593996,59.509318,-42.114287,-146.179299,-0.152588,-1.220704
1584,-12.171642,-2.802542,-203.749750,-77180.143833,672.812402,4205.031375,-28.000000,12.817392,32.806419,2.593996,95.520085,143.127539,-122.375572,-1.373292,-1.831056
1585,-12.058312,-2.709896,-204.647326,-77157.984734,500.697601,4195.748745,-26.000000,106.201244,23.803727,3.662112,51.269566,86.669981,-91.400209,-0.915528,-1.220704
1586,-12.012980,-2.872026,-204.288295,-77113.666534,641.518802,4195.748745,-25.000000,15.106211,29.449483,2.899172,25.329607,-121.612632,-44.860871,-0.610352,-1.678468
1587,-12.080978,-2.779380,-204.467810,-77025.030136,657.165602,4149.335595,-17.000000,-39.215115,4.119876,3.509524,-35.247827,11.444100,-21.820083,-1.373292,-1.220704
1588,-12.080978,-2.802542,-204.288295,-77069.348335,500.697601,4112.205075,-13.000000,150.299175,5.950932,-16.784679,-86.822569,158.844103,-2.441408,-1.373292,-1.525880
1589,-11.854318,-2.802542,-205.275629,-77357.416630,594.578402,4112.205075,-7.000000,52.948034,13.732920,-12.359628,-126.037684,139.465427,-5.645756,-1.678468,-1.220704
1590,-12.012980,-2.779380,-204.737083,-77135.825634,422.463601,4167.900855,-1.000000,-176.391722,46.081574,-14.648448,-60.272258,66.528366,1.525880,-0.915528,-2.136232
1591,-12.012980,-2.941511,-204.737083,-77290.939331,578.931602,4167.900855,11.000000,-302.734582,43.182403,-5.035404,-19.531263,20.446791,28.076191,-1.220704,-1.831056
1592,-11.650324,-2.594088,-204.826841,-77180.143833,406.816801,4112.205075,19.000000,-274.505803,11.901864,9.307868,-2.899172,-21.209731,51.116978,-0.915528,-1.525880
1593,-11.536994,-2.895188,-203.929265,-77357.416630,469.404001,4093.639815,21.000000,-250.854664,-19.073499,4.272464,-20.751967,-38.146999,48.522982,-1.220704,-1.373292
1594,-11.854318,-2.663573,-204.557568,-77180.143833,500.697601,4158.618225,28.000000,-108.642652,-35.705591,9.002692,-27.618427,-80.719049,27.618427,-1.678468,-1.220704
1595,-11.559660,-2.918349,-204.378053,-77268.780231,531.991201,4149.335595,26.000000,97.808905,-16.174327,-7.019048,-21.820083,-117.645344,-20.446791,-1.525880,-0.915528
1596,-11.604992,-2.756219,-204.916598,-77246.621132,485.050801,4186.466115,26.000000,401.153839,-14.495860,-4.882816,-21.057143,-158.538927,-43.792755,-0.762940,-2.288820
1597,-11.310334,-2.779380,-205.185871,-77357.416630,406.816801,4084.357185,18.000000,183.258182,-55.389442,-5.493168,3.051760,-98.266669,-49.438510,-0.457764,-1.373292
1598,-11.627658,-2.733057,-204.557568,-77246.621132,516.344401,4010.096146,14.000000,163.269155,-66.680954,13.122568,29.449483,-70.037890,-41.809111,0.610352,-1.220704
1599,-11.400998,-3.034157,-204.557568,-77357.416630,391.170001,4056.509295,8.000000,95.977849,-72.784474,5.798344,37.841823,-37.994411,-23.956315,-0.762940,-1.678468
1600,-11.219670,-2.802542,-205.275629,-77313.098431,563.284801,4010.096146,4.000000,47.607454,-66.680954,-1.983644,31.433127,136.871431,-11.596688,-1.220704,-0.915528
1601,-11.355666,-2.733057,-204.557568,-77357.416630,485.050801,4019.378776,-11.000000,-39.062527,-77.667289,-1.373292,28.991719,-156.402695,4.119876,-0.762940,-1.220704
1602,-11.174338,-3.034157,-204.108780,-77313.098431,485.050801,3963.682996,-16.000000,-110.168532,-69.885302,-3.204348,35.095239,-196.380749,47.760042,-1.525880,-1.525880
1603,-10.970344,-2.848865,-204.467810,-77468.212128,406.816801,3945.117736,-19.000000,-188.598762,-72.631886,4.577640,18.310559,-115.966876,54.473914,-1.068116,-1.220704
1604,-10.494358,-3.080480,-205.275629,-77224.462032,375.523201,3935.835106,-26.000000,-201.110977,-49.438510,-3.814700,3.662112,157.775987,28.381367,-1.220704,-1.373292
1605,-10.902346,-2.872026,-204.467810,-77357.416630,359.876401,3972.965626,-27.000000,-130.157560,-21.820083,8.392340,9.613044,123.138512,-10.223396,-1.525880,-0.915528
1606,-10.766350,-2.733057,-205.096114,-77202.302933,344.229601,3917.269846,-24.000000,-1.220704,-8.544928,15.563975,93.536441,269.012635,3.509524,-0.305176,-1.068116
1607,-10.199700,-2.848865,-205.006356,-77202.302933,391.170001,3945.117736,-17.000000,55.389442,16.632091,9.460456,119.171224,165.863150,-3.662112,-0.915528,-1.373292
1608,-10.539690,-2.895188,-204.198538,-77423.893929,453.757201,3935.835106,-10.000000,86.975157,32.043479,14.648448,88.958801,-8.239752,-2.593996,-1.220704,-1.068116
1609,-10.290364,-2.918349,-204.826841,-77091.507435,438.110401,3945.117736,-10.000000,87.280333,22.277847,3.204348,61.798138,-15.563975,-25.787371,-1.068116,-1.373292
1610,-10.335696,-2.895188,-205.365386,-77401.734829,375.523201,3852.291436,0.000000,223.694001,1.220704,-14.953624,-10.528572,17.547619,-2.441408,-0.915528,-1.525880
1611,-10.630354,-2.802542,-204.467810,-77290.939331,500.697601,3768.747766,11.000000,208.435201,-31.890891,-5.645756,-85.907041,-23.651139,2.441408,-1.068116,-1.068116
1612,-10.177034,-2.779380,-204.288295,-77335.257530,453.757201,3833.726176,18.000000,123.138512,-11.444100,0.610352,-84.228573,-6.103520,0.152588,-0.457764,-1.678468
1613,-10.018372,-2.895188,-204.916598,-77335.257530,391.170001,3870.856696,21.000000,-23.651139,-0.152588,-3.356936,9.765632,1.678468,-3.814700,-1.068116,-1.068116
1614,-10.041038,-2.987834,-205.096114,-77335.257530,375.523201,3759.465137,30.000000,-97.045965,0.610352,-4.882816,-1.068116,-23.651139,-7.781988,-0.915528,-1.068116
1615,-9.950374,-2.848865,-204.826841,-77335.257530,422.463601,3833.726176,25.000000,-106.048656,-1.525880,-5.798344,-9.307868,4.730228,-26.855487,-1.068116,-1.678468
1616,-10.063704,-2.964672,-204.198538,-77246.621132,438.110401,3787.313026,26.000000,-61.950726,-1.678468,-8.239752,-22.735611,2.136232,-29.907247,-1.373292,-1.068116
1617,-9.905042,-2.964672,-205.185871,-77490.371227,375.523201,3778.030396,21.000000,-28.991719,4.882816,-8.544928,-26.397723,-79.193169,-39.367703,-0.915528,-1.220704
1618,-9.882376,-3.010995,-204.826841,-77423.893929,359.876401,3759.465137,12.000000,90.332093,21.209731,-5.340580,-80.108697,-143.737891,-31.280539,-0.915528,-0.762940
1619,-10.199700,-2.895188,-204.916598,-77246.621132,391.170001,3740.899877,7.000000,163.574331,31.127951,-5.950932,-68.054246,-39.978055,-20.446791,-1.373292,-1.068116
1620,-9.633050,-2.802542,-204.737083,-77157.984734,485.050801,3796.595656,3.000000,-17.395031,32.043479,13.580332,-15.258799,-25.024431,-1.068116,-0.610352,-1.220704
1621,-9.950374,-2.802542,-204.826841,-77180.143833,469.404001,3731.617247,-9.000000,-176.239134,8.087164,3.356936,-42.114287,-179.290894,15.869151,-1.068116,-1.220704
1622,-9.451722,-2.802542,-205.185871,-77246.621132,485.050801,3759.465137,-15.000000,-167.236442,-10.375984,4.577640,-59.509318,-217.132717,-3.967288,-1.068116,-1.220704
1623,-10.041038,-3.034157,-205.365386,-77180.143833,359.876401,3759.465137,-17.000000,-244.751144,25.634783,-6.408696,-32.806419,-106.048656,13.732920,-0.915528,-0.762940
1624,-9.179730,-3.173126,-205.275629,-77335.257530,219.055201,3694.486727,-27.000000,-57.983438,32.959007,-7.324224,-35.858179,-8.392340,50.964390,-1.220704,-0.915528
1625,-9.633050,-2.941511,-204.737083,-77290.939331,531.991201,3731.617247,-23.000000,-52.032506,24.566667,-10.223396,-58.288614,-4.425052,56.152382,-1.220704,-2.288820
1626,-9.315726,-2.918349,-205.185871,-77180.143833,328.582801,3703.769357,-25.000000,-14.343272,18.005383,-4.577640,-42.724639,112.915116,50.659214,-1.373292,-1.220704
1627,-9.769046,-2.872026,-205.634659,-77313.098431,438.110401,3694.486727,-17.000000,144.043067,33.569359,-7.629400,23.498551,240.326092,62.713666,-1.220704,-0.915528
1628,-9.542386,-2.941511,-205.365386,-77157.984734,312.936001,3685.204097,-12.000000,165.405387,52.337682,-0.152588,14.495860,304.565638,48.980746,-0.610352,-1.068116
1629,-9.270394,-2.918349,-205.185871,-77224.462032,375.523201,3694.486727,-6.000000,329.742657,51.879918,-3.967288,23.803727,188.751350,38.146999,-1.373292,-0.762940
1630,-9.678382,-2.848865,-203.929265,-77157.984734,406.816801,3722.334617,-1.000000,297.394002,16.326915,7.934576,3.356936,105.438304,17.089855,-0.915528,-1.373292
1631,-9.383724,-3.057318,-204.198538,-77335.257530,265.995601,3796.595656,12.000000,-37.384059,-18.920911,9.918220,2.441408,99.792549,4.119876,-1.220704,-1.525880
1632,-9.383724,-2.941511,-205.096114,-77290.939331,312.936001,3675.921467,17.000000,-118.255696,-54.779090,4.577640,-2.899172,-21.667495,-1.525880,-1.373292,-1.068116
1633,-9.315726,-3.080480,-204.288295,-77268.780231,234.702001,3722.334617,20.000000,-0.457764,-105.285717,5.645756,25.482195,-100.402901,-1.678468,-0.610352,-1.220704
1634,-9.519720,-3.080480,-204.737083,-76914.234638,219.055201,3685.204097,29.000000,-39.520291,-140.380955,7.171636,45.928986,-108.947828,-2.593996,-1.220704,-1.220704
1635,-9.474388,-3.126803,-204.826841,-77157.984734,406.816801,3685.204097,26.000000,-171.966670,-137.634371,12.054452,55.694618,-6.866460,2.441408,-2.136232,-1.068116
1636,-9.157064,-3.103641,-204.557568,-77268.780231,391.170001,3703.769357,28.000000,-180.053834,-91.400209,0.915528,12.969980,-3.814700,6.408696,-1.220704,-1.220704
1637,-9.383724,-3.288933,-204.378053,-77157.984734,359.876401,3685.204097,21.000000,-192.260874,-35.858179,-2.593996,-32.196067,-17.242443,-10.986336,-1.525880,-1.373292
1638,-9.361058,-3.149964,-204.557568,-76980.711937,406.816801,3685.204097,13.000000,-85.296689,19.531263,-5.187992,-63.476606,94.146793,-25.939959,-1.373292,-1.373292
1639,-9.134398,-3.103641,-203.929265,-77202.302933,265.995601,3666.638837,9.000000,70.343066,58.746378,-1.831056,-88.195861,138.397311,-25.024431,-1.220704,-1.220704
1640,-9.429056,-3.057318,-204.916598,-77135.825634,344.229601,3768.747766,3.000000,176.239134,88.043273,5.798344,-3.967288,-7.171636,9.765632,-0.915528,-0.915528
1641,-9.225062,-3.149964,-204.378053,-77047.189236,265.995601,3675.921467,-11.000000,63.629194,106.964184,5.340580,79.803521,-102.691721,-10.070808,-1.068116,-1.373292
1642,-9.451722,-3.149964,-204.916598,-77002.871037,203.408401,3713.051987,-15.000000,-15.106211,109.710768,1.983644,134.735200,7.171636,-7.629400,-1.831056,-1.373292
1643,-9.542386,-3.288933,-204.288295,-77135.825634,328.582801,3731.617247,-19.000000,-16.021739,80.108697,-11.138924,135.955903,152.282819,3.967288,-0.915528,-1.525880
1644,-8.998402,-3.242610,-204.467810,-77025.030136,140.821200,3731.617247,-26.000000,17.547619,58.898966,-4.425052,75.531057,76.599173,-7.629400,-0.915528,-1.373292
1645,-9.293060,-3.358418,-204.647326,-77091.507435,265.995601,3759.465137,-24.000000,-146.026711,33.874535,-1.220704,38.146999,45.928986,-23.803727,-1.373292,-0.915528
1646,-9.383724,-3.451064,-203.659992,-77025.030136,328.582801,3694.486727,-24.000000,-261.230647,9.002692,0.610352,-6.866460,24.108903,-22.735611,-1.525880,-1.068116
1647,-9.179730,-3.335256,-204.019022,-76892.075539,469.404001,3750.182507,-19.000000,-166.320914,-13.885508,3.662112,-87.738097,-28.076191,-8.850104,-0.915528,-1.373292
1648,-9.066400,-3.520548,-204.557568,-77025.030136,297.289201,3796.595656,-11.000000,-87.432921,-17.852795,12.207040,-63.781782,-54.321326,24.719255,-1.373292,-1.068116
1649,-9.179730,-3.451064,-204.467810,-77025.030136,250.348801,3703.769357,-8.000000,50.964390,19.531263,9.918220,-14.038096,-97.656317,30.670187,-1.068116,-0.762940
1650,-9.315726,-3.381579,-205.006356,-77002.871037,219.055201,3750.182507,1.000000,176.239134,42.266875,11.291512,32.806419,-118.560872,12.969980,-1.220704,-2.136232
1651,-9.587718,-3.636356,-203.929265,-77113.666534,312.936001,3731.617247,13.000000,239.868328,41.656523,7.934576,-9.002692,-55.236854,-11.444100,-1.068116,-1.220704
1652,-9.406390,-3.520548,-204.737083,-77002.871037,265.995601,3750.182507,19.000000,401.153839,30.975363,0.762940,-51.727330,-35.553003,-1.678468,-1.220704,-1.068116
1653,-9.451722,-3.613194,-204.198538,-76869.916439,265.995601,3759.465137,19.000000,189.209114,33.111595,11.444100,-47.607454,-6.256108,12.512216,-0.610352,-0.305176
1654,-9.451722,-3.427902,-203.929265,-77002.871037,281.642401,3731.617247,30.000000,-21.972671,2.899172,10.375984,-67.443894,92.926089,65.307662,-1.068116,-1.068116
1655,-9.519720,-3.451064,-205.096114,-77069.348335,172.114800,3759.465137,27.000000,-4.730228,-14.038096,-2.746584,-82.092341,68.969774,70.343066,-1.068116,-1.525880
1656,-9.542386,-3.752163,-204.378053,-76914.234638,203.408401,3722.334617,25.000000,191.650522,-41.198759,-8.087164,48.828158,-24.414079,55.084266,-1.068116,-1.373292
1657,-9.451722,-3.705840,-203.480477,-76958.552837,250.348801,3750.182507,18.000000,33.416771,-76.141409,10.681160,151.672467,10.528572,94.909733,-0.915528,-1.678468
1658,-9.610384,-3.798486,-204.467810,-77047.189236,297.289201,3815.160916,14.000000,-177.307250,-97.808905,-21.514907,87.432921,43.487579,97.503729,-0.610352,-1.068116
1659,-9.474388,-3.937455,-204.826841,-76958.552837,375.523201,3805.878286,9.000000,-174.102902,-83.770809,-20.446791,12.512216,-7.781988,75.836233,-1.220704,-1.678468
1660,-9.519720,-3.798486,-203.390719,-77113.666534,328.582801,3740.899877,3.000000,-61.340374,-43.945343,-3.356936,-78.430229,-44.250519,68.969774,-1.068116,-0.915528
1661,-9.610384,-4.006940,-204.288295,-76869.916439,422.463601,3805.878286,-9.000000,99.334785,-35.858179,-9.765632,-167.389030,-9.918220,33.264183,-0.762940,-1.220704
1662,-9.995706,-3.891132,-204.647326,-76936.393738,281.642401,3759.465137,-15.000000,81.939753,-42.724639,-29.754659,-213.318017,-41.809111,-3.967288,-0.457764,-1.373292
1663,-9.791712,-4.006940,-203.390719,-77047.189236,391.170001,3787.313026,-17.000000,42.114287,-37.384059,-27.008075,-82.244929,-10.681160,-16.937267,-0.762940,-1.220704
1664,-9.814378,-4.030101,-203.839507,-76892.075539,281.642401,3796.595656,-24.000000,-120.697104,-18.463147,-10.528572,63.629194,-41.198759,-85.449277,-1.068116,-0.915528
1665,-10.018372,-4.006940,-204.378053,-77047.189236,422.463601,3787.313026,-26.000000,-225.372469,-3.967288,-18.005383,62.713666,-195.465222,-126.495448,-1.525880,-1.678468
1666,-9.769046,-3.960617,-203.480477,-77069.348335,281.642401,3815.160916,-24.000000,-171.814082,11.291512,-21.514907,36.010767,-254.516776,-107.116772,-0.915528,-1.983644
1667,-9.995706,-4.030101,-204.019022,-76847.757339,297.289201,3778.030396,-18.000000,-41.503935,27.465839,-36.621119,59.051554,-268.860047,-122.680748,-0.915528,-0.915528
1668,-9.769046,-4.030101,-203.839507,-76936.393738,281.642401,3805.878286,-13.000000,-65.612838,18.920911,-18.920911,39.215115,-276.794623,-142.517187,-0.152588,-1.220704
1669,-9.973040,-4.076424,-204.019022,-76936.393738,391.170001,3796.595656,-8.000000,-40.283231,7.934576,-6.713872,50.811802,-149.993999,-60.119670,-1.220704,-1.678468
1670,-9.859710,-4.122747,-203.839507,-76869.916439,359.876401,3843.008806,-1.000000,115.966876,-13.885508,2.136232,38.604763,369.262948,-45.776398,-2.136232,-1.373292
