bleuenn-ank-03
Date:,2012/11/24
Time:,11:54:39
Type:,General Capture
Description:,""
Notes:,""

TRAJECTORIES
100.000000,Hz
,Patient1:LKNE,,,Patient1:RKNE,,,Patient1:RTRO,,,Patient1:LTRO,,,Patient1:L5,,,Patient1:RASI,,,Patient1:LASI,,,Patient1:T12,,,Patient1:LANK,,,Patient1:RANK,,,Patient1:RHEE,,,Patient1:LHEE,,,Patient1:LTOE,,,Patient1:LSHO,,,Patient1:RSHO,,,Patient1:C7,,,Patient1:BALAVD,,,Patient1:BALARD,,,Patient1:BALAVG,,,Patient1:BALARG,,,Patient1:LBHD,,,Patient1:RBHD,,,Patient1:T7,,,Patient1:RTOE,,,Patient1:BHD,,,Patient1:T7-1
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1671,-9.882376,-4.122747,-204.108780,-76980.711937,297.289201,3907.987216,13.000000,167.389030,-25.482195,-5.340580,-18.920911,404.968539,-18.005383,-1.068116,-1.220704
1672,-10.335696,-4.099586,-204.108780,-76936.393738,250.348801,3824.443546,17.000000,55.999794,-7.324224,-10.223396,-64.086958,261.840999,-8.087164,-1.220704,-0.915528
1673,-10.222366,-4.145909,-204.198538,-77047.189236,359.876401,3824.443546,20.000000,89.874329,-6.713872,6.256108,-44.555695,185.852178,16.937267,-1.220704,-0.762940
1674,-10.267698,-4.099586,-203.300962,-77002.871037,312.936001,3880.139326,29.000000,79.498345,-23.956315,17.242443,-0.762940,54.473914,44.250519,-0.762940,-1.525880
1675,-10.131702,-4.192232,-204.108780,-76847.757339,453.757201,3935.835106,26.000000,93.383853,-4.577640,18.005383,86.975157,9.765632,36.468531,-0.305176,-1.220704
1676,-10.789016,-4.169070,-204.288295,-77047.189236,406.816801,3945.117736,26.000000,16.632091,29.449483,29.144307,119.018636,-117.187580,26.092547,-1.068116,-1.525880
1677,-10.086370,-4.331201,-203.121446,-76781.280041,312.936001,3815.160916,20.000000,50.506626,34.179711,28.076191,20.294203,-48.980746,32.806419,-1.068116,-1.220704
1678,-10.471692,-4.331201,-203.570234,-76803.439140,391.170001,3898.704586,11.000000,-16.021739,45.623810,34.027123,-8.697516,-40.283231,42.877227,-1.220704,-1.373292
1679,-10.449026,-4.423847,-204.198538,-76914.234638,328.582801,3954.400366,8.000000,-105.285717,38.909939,45.623810,-2.899172,-40.283231,18.920911,-0.915528,-1.525880
1680,-10.630354,-4.516493,-204.019022,-76847.757339,516.344401,3870.856696,1.000000,-148.773295,21.972671,43.487579,-9.307868,16.174327,-0.915528,-1.068116,-1.220704
1681,-10.857014,-4.400685,-204.019022,-76781.280041,485.050801,3861.574066,-11.000000,-226.440584,18.615735,37.384059,-32.806419,70.343066,-21.514907,-1.068116,-0.915528
1682,-10.630354,-4.377524,-204.467810,-76936.393738,438.110401,3982.248256,-16.000000,-171.966670,20.141615,48.980746,-19.378675,38.299587,-60.882610,-1.220704,-1.678468
1683,-10.947678,-4.678623,-203.659992,-76670.484543,438.110401,3963.682996,-19.000000,-85.449277,3.204348,44.403107,-17.395031,-39.978055,-39.062527,-1.220704,-1.220704
1684,-10.630354,-4.423847,-203.749750,-76869.916439,485.050801,3935.835106,-29.000000,-280.304147,13.275156,28.839131,-22.583023,-112.457352,16.479503,-0.762940,-1.525880
1685,-10.970344,-4.562816,-204.467810,-76692.643642,500.697601,3991.530886,-23.000000,-333.099593,49.285922,32.043479,-13.427744,-142.822363,14.343272,-1.525880,-1.373292
1686,-10.857014,-4.539654,-203.480477,-76714.802742,438.110401,3963.682996,-24.000000,-104.675365,53.253210,28.991719,37.689235,-152.587995,33.264183,0.457764,-0.915528
1687,-10.630354,-4.516493,-204.288295,-76759.120941,594.578402,4000.813516,-18.000000,-22.583023,55.694618,17.700207,71.106006,-84.533749,-45.623810,-2.593996,-1.525880
1688,-10.698352,-4.354362,-203.659992,-76892.075539,578.931602,3982.248256,-14.000000,-94.146793,25.329607,12.512216,44.097931,189.514290,-103.302073,-1.525880,-1.678468
1689,-10.766350,-4.632300,-203.929265,-76803.439140,469.404001,3991.530886,-10.000000,66.680954,6.561284,25.177019,14.953624,191.955698,-114.746172,-1.373292,-1.068116
1690,-10.743684,-4.562816,-203.570234,-76781.280041,516.344401,4000.813516,2.000000,480.194420,4.272464,19.226087,-2.441408,-7.629400,-95.977849,-1.068116,-1.220704
1691,-11.197004,-4.423847,-203.839507,-76869.916439,563.284801,3935.835106,10.000000,322.723609,-35.400415,11.291512,-10.528572,-105.743480,-91.552797,-1.220704,-1.525880
1692,-11.038342,-4.539654,-203.300962,-76759.120941,438.110401,3945.117736,17.000000,231.933752,-52.490270,13.275156,-12.359628,-97.961493,-116.424640,-1.068116,-0.915528
1693,-10.517024,-4.609139,-203.211204,-76714.802742,344.229601,4000.813516,17.000000,288.391310,-64.392134,6.713872,-5.950932,-81.024225,-117.187580,-1.220704,-1.525880
1694,-10.562356,-4.632300,-202.852174,-76781.280041,391.170001,4019.378776,30.000000,193.328990,-51.422154,-7.629400,27.771015,-74.157766,-84.838925,-1.068116,-1.220704
1695,-11.083674,-4.655462,-203.480477,-76648.325443,422.463601,3963.682996,25.000000,268.554871,-39.062527,-5.950932,21.667495,-75.073294,-65.307662,-0.457764,-1.525880
1696,-10.834348,-4.516493,-203.300962,-76692.643642,578.931602,4028.661406,28.000000,146.637063,-40.740995,-14.343272,0.457764,157.928575,-51.879918,-1.678468,-1.068116
1697,-10.743684,-4.585977,-204.737083,-76736.961842,516.344401,3945.117736,17.000000,-170.593378,-34.332299,-16.479503,27.465839,132.904144,-29.144307,-0.915528,-1.220704
1698,-10.789016,-4.678623,-204.108780,-76736.961842,594.578402,3972.965626,14.000000,-60.424846,-10.986336,-12.512216,10.223396,95.977849,2.136232,-0.915528,-1.525880
1699,-10.630354,-4.817592,-203.749750,-76781.280041,625.872002,3991.530886,8.000000,10.528572,3.051760,-16.326915,-57.373086,35.705591,46.997102,-0.762940,-1.373292
1700,-10.902346,-4.516493,-203.839507,-76736.961842,516.344401,3963.682996,2.000000,50.506626,-34.027123,-2.136232,-72.937062,78.125053,86.517393,-0.915528,-1.220704
1701,-10.653020,-4.655462,-203.839507,-76736.961842,391.170001,4000.813516,-11.000000,29.144307,-68.512010,-11.291512,-32.196067,-10.681160,102.081369,-1.220704,-1.220704
1702,-11.038342,-4.609139,-204.378053,-76559.689045,469.404001,3935.835106,-15.000000,32.501243,-78.277641,-4.882816,0.610352,-164.489859,82.397517,-0.610352,-0.915528
1703,-10.970344,-4.701785,-203.390719,-76781.280041,485.050801,3935.835106,-20.000000,-142.517187,-35.705591,-11.138924,1.373292,-174.713254,-19.073499,-1.220704,-1.220704
1704,-10.743684,-4.887077,-203.570234,-76803.439140,516.344401,3917.269846,-27.000000,-177.765014,-8.697516,-18.615735,2.136232,-247.802904,-70.648242,-0.762940,-0.915528
1705,-10.607688,-4.655462,-203.749750,-76759.120941,719.752802,4028.661406,-24.000000,-226.287996,28.533955,-15.716563,-5.035404,-140.533543,-65.002486,-1.220704,-0.915528
1706,-10.585022,-4.655462,-204.019022,-76825.598240,563.284801,4000.813516,-23.000000,-270.691103,38.909939,-16.632091,-4.730228,142.669775,-25.939959,-0.915528,-1.373292
1707,-10.743684,-4.794431,-204.467810,-76604.007244,610.225202,3889.421956,-17.000000,-243.072676,60.119670,-16.784679,38.909939,193.328990,13.885508,-1.525880,-0.915528
1708,-10.925012,-4.748108,-203.929265,-76448.893547,719.752802,3963.682996,-12.000000,-212.097313,69.122362,-19.378675,26.245135,-58.593790,27.771015,-1.220704,-1.373292
1709,-10.721018,-4.724946,-203.659992,-76604.007244,625.872002,3898.704586,-7.000000,-63.324018,73.852590,-19.836439,18.615735,68.817186,60.730022,-1.220704,-1.373292
1710,-10.653020,-4.748108,-203.570234,-76581.848145,625.872002,3945.117736,1.000000,109.253004,77.514701,-24.108903,3.204348,36.621119,102.691721,-1.525880,-1.220704
1711,-10.766350,-4.632300,-203.480477,-76736.961842,610.225202,3935.835106,14.000000,347.900628,72.937062,-9.002692,-6.866460,55.542030,119.018636,-0.762940,-1.525880
1712,-10.743684,-4.632300,-203.480477,-76781.280041,704.106002,4019.378776,15.000000,166.931266,54.779090,-18.310559,-31.433127,301.666466,134.887788,-0.305176,-1.220704
1713,-10.766350,-4.632300,-203.480477,-76759.120941,735.399602,3972.965626,20.000000,47.149690,31.127951,-9.307868,-6.713872,321.502905,115.356524,-0.915528,-1.220704
1714,-10.925012,-4.701785,-203.121446,-76670.484543,641.518802,3907.987216,30.000000,74.462942,-0.457764,-30.212423,-8.850104,55.694618,61.187786,-1.068116,-1.220704
1715,-10.766350,-4.562816,-203.659992,-76736.961842,688.459202,3926.552476,23.000000,77.667289,-21.972671,-23.956315,12.512216,-14.648448,24.414079,-1.220704,-1.220704
1716,-10.902346,-4.701785,-203.390719,-76581.848145,641.518802,3972.965626,26.000000,-148.468119,-46.234162,-14.495860,27.313251,-24.566667,23.956315,-0.915528,-1.220704
1717,-10.811682,-4.632300,-203.929265,-76559.689045,657.165602,3972.965626,19.000000,-144.806007,-39.367703,-7.171636,14.648448,-10.223396,-0.762940,1.373292,-1.525880
1718,-10.834348,-4.539654,-203.390719,-76515.370846,688.459202,3954.400366,14.000000,-141.601659,-39.367703,-10.681160,0.457764,44.555695,-0.152588,-1.373292,-1.220704
1719,-10.834348,-4.562816,-204.198538,-76736.961842,829.280402,3945.117736,7.000000,62.713666,-59.204142,0.152588,-23.956315,70.343066,-19.073499,-0.762940,-1.678468
1720,-10.743684,-4.678623,-203.659992,-76759.120941,766.693202,4047.226665,2.000000,109.710768,-60.119670,-0.610352,1.831056,28.686543,-19.378675,-1.678468,-1.068116
1721,-10.585022,-4.354362,-204.019022,-76604.007244,766.693202,3926.552476,-10.000000,-11.901864,-53.710974,2.746584,24.108903,-38.452175,-1.068116,-1.525880,-1.220704
1722,-10.857014,-4.261716,-203.749750,-76581.848145,704.106002,3926.552476,-15.000000,-120.544516,-82.244929,0.000000,-41.198759,-54.931678,1.983644,-1.068116,-1.525880
1723,-10.517024,-4.331201,-203.749750,-76471.052647,719.752802,4010.096146,-20.000000,4.577640,-98.724433,-3.967288,-68.206834,-50.201450,-3.662112,-1.831056,-1.373292
1724,-10.335696,-4.377524,-204.288295,-76515.370846,751.046402,3954.400366,-26.000000,247.497728,-79.803521,-6.866460,-82.702693,-82.244929,-17.242443,-0.610352,-1.525880
1725,-11.038342,-4.261716,-204.108780,-76781.280041,766.693202,3954.400366,-26.000000,179.596070,-40.588407,-1.373292,-61.187786,-96.588201,-50.201450,-1.220704,-1.525880
1726,-10.789016,-4.145909,-204.288295,-76670.484543,782.340002,3982.248256,-23.000000,32.196067,3.509524,-5.798344,-25.024431,-33.416771,-45.013459,-2.136232,-1.373292
1727,-10.743684,-4.215393,-203.480477,-76736.961842,985.748403,3935.835106,-18.000000,-157.318223,23.345963,-8.544928,64.086958,32.196067,5.798344,-0.915528,-1.678468
1728,-10.698352,-4.261716,-204.378053,-76670.484543,704.106002,3982.248256,-10.000000,-275.421331,59.051554,-1.525880,1.525880,20.141615,36.315943,-0.915528,-1.373292
1729,-10.834348,-4.261716,-204.198538,-76559.689045,782.340002,3982.248256,-9.000000,-306.701870,55.389442,-4.425052,-40.435819,-36.163355,38.757351,0.305176,-1.373292
1730,-10.539690,-4.006940,-204.288295,-76537.529945,782.340002,3945.117736,0.000000,-218.200833,38.452175,2.899172,-68.512010,-2.441408,26.550311,-0.762940,-1.525880
1731,-10.539690,-3.867971,-203.929265,-76515.370846,751.046402,4047.226665,13.000000,-51.879918,36.773707,5.645756,-84.838925,-18.615735,1.983644,-0.762940,-1.068116
1732,-10.653020,-4.030101,-203.211204,-76404.575348,735.399602,3945.117736,19.000000,156.707871,37.994411,0.610352,10.986336,-34.637475,-32.196067,-1.220704,-1.220704
1733,-10.607688,-3.960617,-203.839507,-76537.529945,766.693202,3982.248256,21.000000,124.816980,36.315943,-2.899172,31.890891,54.779090,-87.890685,-1.678468,-1.373292
1734,-10.811682,-3.798486,-203.749750,-76537.529945,891.867602,4019.378776,29.000000,168.304558,53.405798,1.831056,8.697516,59.051554,-127.105800,-0.762940,-1.068116
1735,-10.879680,-3.775325,-204.019022,-76448.893547,844.927202,4019.378776,26.000000,130.004972,65.155074,3.051760,-16.326915,82.550105,-71.258594,-1.220704,-1.373292
1736,-10.562356,-3.752163,-203.659992,-76626.166344,782.340002,4019.378776,24.000000,92.010561,77.667289,0.152588,7.476812,122.070396,-9.460456,-1.068116,-1.220704
1737,-10.857014,-3.844809,-203.749750,-76581.848145,954.454803,3963.682996,21.000000,-17.547619,77.056937,1.983644,110.778884,-15.411387,84.381161,-0.915528,-1.373292
1738,-11.106340,-3.752163,-204.647326,-76604.007244,970.101603,3935.835106,14.000000,-46.691926,64.544722,-6.256108,163.574331,-76.599173,106.048656,-1.068116,-1.068116
1739,-10.743684,-3.682679,-203.839507,-76581.848145,766.693202,3982.248256,10.000000,240.631268,52.642858,1.983644,76.599173,-91.400209,143.280127,-0.915528,-1.678468
1740,-10.743684,-3.659517,-204.737083,-76515.370846,844.927202,4019.378776,2.000000,280.609323,61.340374,3.051760,50.048862,-105.590892,53.405798,-0.915528,-1.373292
1741,-11.083674,-3.520548,-204.647326,-76559.689045,891.867602,3954.400366,-8.000000,-26.397723,37.994411,5.950932,58.593790,-54.931678,-0.457764,-0.762940,-0.762940
1742,-10.653020,-3.543710,-204.467810,-76559.689045,844.927202,3963.682996,-17.000000,-116.119464,9.765632,8.239752,11.596688,-36.315943,-2.899172,-0.762940,-1.220704
1743,-10.562356,-3.358418,-204.467810,-76537.529945,844.927202,3972.965626,-19.000000,-155.944931,-13.732920,3.662112,-50.964390,-51.116978,66.833542,-1.220704,-0.610352
1744,-10.925012,-3.543710,-204.288295,-76626.166344,970.101603,3963.682996,-27.000000,-169.525262,-9.307868,9.155280,-57.525674,-29.602071,135.803315,-0.457764,-1.373292
1745,-10.857014,-3.474225,-204.467810,-76537.529945,1048.335603,3926.552476,-24.000000,-225.982820,-27.008075,-0.610352,-77.667289,-57.678262,88.958801,-1.678468,-1.068116
1746,-11.242336,-3.520548,-203.659992,-76559.689045,938.808002,4047.226665,-25.000000,-187.072882,-50.964390,5.493168,-54.931678,-79.956109,98.724433,-0.610352,-1.220704
1747,-10.925012,-3.427902,-204.647326,-76581.848145,829.280402,3954.400366,-18.000000,-26.092547,-44.403107,6.713872,-34.332299,-48.828158,99.334785,-0.610352,-0.915528
1748,-10.721018,-3.520548,-204.019022,-76626.166344,985.748403,4010.096146,-11.000000,129.242032,-34.637475,-10.375984,-10.375984,-14.953624,139.770603,-0.915528,-1.983644
1749,-10.517024,-3.451064,-205.185871,-76559.689045,891.867602,3972.965626,-7.000000,71.868946,-4.272464,-33.569359,2.746584,-181.884890,137.329195,-0.915528,-2.288820
1750,-10.698352,-3.335256,-205.275629,-76515.370846,1048.335603,4000.813516,-2.000000,-0.915528,-18.005383,-16.326915,27.923603,-256.805595,171.966670,-1.220704,-1.068116
1751,-11.015676,-3.335256,-203.929265,-76559.689045,1032.688803,3972.965626,13.000000,24.108903,-44.708283,-1.068116,103.149485,-13.732920,158.233751,-0.915528,-1.220704
1752,-10.539690,-3.103641,-204.378053,-76692.643642,938.808002,3982.248256,17.000000,224.914705,-59.967082,6.256108,128.631680,25.329607,51.727330,-1.525880,-1.373292
1753,-10.857014,-3.219449,-204.826841,-76759.120941,813.633602,3972.965626,21.000000,208.587789,-56.304970,-3.356936,79.803521,65.002486,-53.863562,-0.915528,-1.068116
1754,-10.970344,-3.196287,-204.557568,-76604.007244,844.927202,3972.965626,29.000000,147.400003,-68.817186,-1.220704,34.332299,298.767294,-190.887582,-1.220704,-1.373292
1755,-10.403694,-3.219449,-205.185871,-76736.961842,970.101603,4010.096146,25.000000,17.547619,-50.354038,7.781988,-65.460250,256.347831,-192.413462,-0.915528,-1.983644
1756,-10.721018,-3.173126,-204.647326,-76692.643642,938.808002,4019.378776,27.000000,-71.563770,-45.013459,0.152588,-125.732508,54.626502,-149.078471,-1.831056,-2.136232
1757,-10.811682,-3.126803,-205.185871,-76736.961842,907.514402,3991.530886,18.000000,-22.277847,-24.108903,3.662112,-32.653831,27.923603,-121.154868,-0.915528,-1.373292
1758,-10.721018,-3.242610,-205.724417,-76825.598240,1048.335603,4019.378776,14.000000,154.724227,-26.550311,4.119876,15.716563,40.740995,-78.125053,-1.068116,-1.068116
1759,-11.083674,-3.196287,-204.916598,-76714.802742,938.808002,4010.096146,13.000000,187.072882,-22.430435,3.662112,10.528572,74.920706,-37.536647,-0.915528,-1.678468
1760,-10.834348,-3.126803,-205.455144,-76692.643642,1017.042003,4047.226665,2.000000,44.403107,-14.038096,6.713872,-38.604763,138.702487,-2.441408,-1.220704,-1.678468
1761,-11.015676,-3.173126,-204.737083,-76736.961842,1048.335603,4010.096146,-11.000000,-37.689235,-20.294203,-1.220704,-59.509318,146.331887,-40.435819,-1.373292,-1.220704
1762,-10.743684,-3.173126,-205.544902,-76736.961842,1017.042003,4019.378776,-12.000000,-68.359422,-15.411387,8.697516,-73.089650,-48.065218,-122.680748,-0.762940,-1.373292
1763,-10.879680,-3.312095,-205.365386,-76604.007244,1001.395203,3972.965626,-19.000000,-96.130437,-11.749276,10.833748,-63.476606,-272.216983,-61.798138,-1.678468,-1.373292
1764,-10.925012,-3.103641,-205.365386,-77002.871037,891.867602,4056.509295,-25.000000,-341.491933,10.681160,3.509524,-0.457764,-287.018018,-25.787371,-1.068116,-1.220704
1765,-10.834348,-3.312095,-205.903932,-76980.711937,954.454803,4047.226665,-23.000000,-299.072470,44.860871,-15.258799,73.089650,-230.713048,-17.852795,-1.068116,-1.220704
1766,-10.834348,-3.034157,-205.724417,-76958.552837,907.514402,4047.226665,-23.000000,-22.430435,61.492962,-13.885508,64.697310,-213.928369,6.713872,-1.525880,-1.525880
1767,-11.197004,-3.219449,-206.352720,-76803.439140,1001.395203,4010.096146,-16.000000,-37.841823,64.697310,3.204348,102.233957,-100.402901,3.051760,-1.220704,-1.220704
1768,-11.038342,-3.288933,-205.006356,-76781.280041,860.574002,4065.791925,-11.000000,-112.457352,58.898966,-0.762940,63.781782,333.557357,49.591098,-0.762940,-1.525880
1769,-11.242336,-3.126803,-206.711750,-77047.189236,1017.042003,4065.791925,-9.000000,6.103520,59.509318,-0.610352,16.021739,138.549899,80.261285,-0.915528,-1.373292
1770,-11.129006,-3.173126,-206.352720,-77025.030136,1017.042003,4121.487705,-1.000000,313.263154,84.381161,8.239752,-133.514496,-22.583023,90.789857,-0.762940,1.068116
1771,-11.151672,-3.219449,-206.173205,-76914.234638,1001.395203,4056.509295,13.000000,42.114287,69.427538,16.174327,-191.955698,-35.247827,125.274744,-0.762940,-1.525880
1772,-11.061008,-3.312095,-206.262962,-77224.462032,1079.629203,4047.226665,17.000000,-297.088826,18.157971,2.746584,-186.309942,124.359216,63.476606,-1.373292,-1.068116
1773,-11.287668,-3.265772,-205.993690,-76958.552837,1110.922803,4056.509295,19.000000,-160.217395,-24.719255,13.580332,-168.609734,212.249901,135.345552,-0.610352,-1.373292
1774,-11.083674,-3.335256,-207.250296,-77069.348335,1017.042003,4019.378776,29.000000,-153.045759,-5.645756,8.392340,-69.885302,-40.740995,148.468119,-1.678468,-1.525880
1775,-11.265002,-3.404741,-206.083447,-76958.552837,1048.335603,3982.248256,25.000000,-41.046171,-24.871843,-9.613044,-54.473914,-197.143689,-66.833542,-0.610352,-1.678468
1776,-10.902346,-3.312095,-206.891266,-77091.507435,1032.688803,4065.791925,25.000000,39.367703,-57.983438,-4.425052,29.602071,-99.639961,-171.051142,-1.068116,-1.525880
1777,-10.970344,-3.103641,-206.891266,-77224.462032,1001.395203,4047.226665,19.000000,82.244929,-95.825261,-3.204348,114.288408,-135.803315,-256.042655,-1.068116,-1.068116
1778,-11.446330,-3.335256,-206.532235,-77268.780231,938.808002,4056.509295,14.000000,122.222984,-105.743480,-17.547619,139.618015,-82.397517,-264.740171,-0.915528,-1.831056
1779,-11.378332,-3.520548,-206.981023,-77357.416630,985.748403,4065.791925,8.000000,159.454455,-79.040581,-12.054452,115.203936,136.261079,-189.056526,-1.068116,-1.068116
1780,-11.355666,-3.404741,-206.532235,-77224.462032,1063.982403,4102.922445,3.000000,197.448865,-71.868946,-0.152588,27.160663,339.813465,-113.830644,-1.373292,-1.220704
1781,-10.947678,-3.381579,-206.891266,-77290.939331,1095.276003,4075.074555,-10.000000,143.127539,-62.866254,14.343272,-39.062527,145.111183,-50.354038,-0.915528,-1.220704
1782,-11.129006,-3.520548,-206.981023,-77113.666534,907.514402,4010.096146,-15.000000,66.986130,-51.422154,-3.662112,-32.043479,46.691926,-20.751967,-1.220704,-1.373292
1783,-11.310334,-3.427902,-207.160538,-77268.780231,1017.042003,4140.052965,-20.000000,3.662112,-17.700207,0.000000,14.343272,-50.659214,4.882816,-1.220704,-1.525880
1784,-11.604992,-3.520548,-206.891266,-77268.780231,1032.688803,4056.509295,-28.000000,98.266669,1.831056,14.190684,61.035198,-108.032300,14.038096,-1.068116,-1.220704
1785,-11.129006,-3.358418,-207.429811,-77313.098431,1017.042003,4140.052965,-22.000000,60.119670,-0.762940,-10.833748,92.620913,-169.220086,0.152588,-0.762940,-0.915528
1786,-11.378332,-3.520548,-206.711750,-77290.939331,1017.042003,4084.357185,-25.000000,-98.877021,22.735611,-15.106211,89.569153,-175.933958,29.296895,-1.525880,-1.220704
1787,-11.400998,-3.613194,-207.340054,-77446.053028,1017.042003,4121.487705,-18.000000,-160.675159,56.610146,-2.441408,27.465839,-57.678262,51.574742,-0.915528,-0.915528
