filename,T Begin,T End,PC1,R11,R12,R13,PC2,R21,R22,R23,PC3,R31,R32,R33
E:\Development\ASA\VICON - CSV\angelina\angelina-kne-01.csv,218,223,7.0085,-0.868101,0.116895,0.482427,0.0139029,-0.265618,0.711638,-0.650399,5.9815e-05,0.419342,0.692753,0.586724
